post_shortcode;comment_text;final_data;predicted_aspect;sentiment_label;sentiment_value
DI2gCFezGUI;":face_with_tears_of_joy::face_with_tears_of_joy:lucu nih , saya tinggal di perum manyar jaya , dari tahun lalu semenjak pengerjaan gorong"" manyar indah manyar jaya manyar rejo ... Air saya sampai sekarang dari pagi pukul 6 pagi sampai pukul 9 MALAM air mati , baru nyala pukul 21.30 malam bayangkan BERAPA BULAN SAYA MENAMPUNG AIR???? Mau protes telfon saya sdh capek :rolling_on_the_floor_laughing:. Tapi herannya kalau libur NASIONAL Air saya kok nyala lancar kayak saya dlu tinggal d sini , tetangga saya 30 tahun tinggal disini tidak menggunakan tandon tidak ada maslah!! Semenjak skg kok air jadi buruk jelek sekali tolong diperbaiki ya pdam :smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts: @pdamsuryasembada @pdamsuryasembada";lucu perum manyar jaya semenjak kerja gorong manyar indah manyar jaya manyar rejo air pagi pagi malam air mati malam bayang tampung air protes telepon capek heran libur nasional air lancar kayak tetangga sini tidak guna tandon tidak mas semenjak air buruk jelek baik pdam;Lainnya;Negatif;-1
DI2gCFezGUI;@pdamsuryasembada daerah sidotopo apakah memang tidak mengalir air? sudah 3 hari hidup tanpa air soalnya!;daerah sidotopo memang tidak alir air air;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;@pdamsuryasembada d daera mulyorejoo dri jaman ada galian sampai galian selesaaiii tetap aja airr sulitt....tpi pas hari raya air nya kok lancar jayaaa:fire:;daerah mulyorejo jaman gali gali selesai air sulit tapi pas raya air nya lancar jaya;Lainnya;Netral;0
DI2gCFezGUI;"Saya minta kepada pihak @pdamsuryasembada untuk melakukan rencana pemikiran yang matang agar aliran air di wilayah Kelurahan Airlangga teraliri dengan lancar semua dan tanpa diskriminasi karena dampak kost""an di wilayah tersebut @pdamsuryasembada";laku rencana pikir matang alir air wilayah lurah airlangga alir lancar diskriminasi dampak kos wilayah;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;@pdamsuryasembada ini daerah Kenjeran kenapa air ga keluar seharian?;daerah kenjeran air ga keluar hari;Air Tidak Mengalir;Netral;0
DI2gCFezGUI;Siang @pdamsuryasembada sy tinggal di bulak rukem timur, air di daerah sy debitnya kecil cenderung tdk keluar, sy sdh pernah lapor bebetapa kali & sdh di datangi, tp tetap saja tdk lancar, pernah sy tny kenapa, ktnya ada galian, minggu yg lalu memang ada keluar 1 hr saja selanjunya mengecil lagi & airnya sangat keruh;siang bulak rukem timur air daerah debit kecil cenderung tidak keluar lapor datang tidak lancar kata gali memang keluar selanjunya kecil air keruh;Air Tidak Mengalir;Negatif;-1
DI0mYNWT7jJ;Pertanyaan buat PDAM, saya mau tanyak setiap pembayaran bulanan kenapa kok ada retribusi. Padahal di kampung pakek retribusi dan saya pernah pengaduan online kalau retribusi udh ketentuan DLH. Emang harus Retribusi di kampung kenak 11rb, ini bukan masalah angka kecil tapi bayangin satu rumah kenak 11rb per kampung ad brp rumah udh dpt brp sebanyak gitu :face_with_tears_of_joy:;pdam bayar bulan retribusi kampung pakai retribusi adu online retribusi tentu dlh retribusi kampung nak bukan angka kecil bayang rumah nak kampung rumah;Lainnya;Netral;0
DI0mYNWT7jJ;Berapa hari perubahannya?;ubah;Lainnya;Netral;0
DI0mYNWT7jJ;Kalau surat tanah nya masih jadi 1 atas nama orang tua bagaimana;surat tanah nya nama tua;Lainnya;Netral;0
DI0mYNWT7jJ;@pdamsuryasembada mntk tolong penjelasan nya ya pak :face_with_tears_of_joy:;jelas nya;Lainnya;Netral;0
DIx63uITVjW;Kenapa wilayah Dukuh Kupang air nya mengalir terlalu kecil ...bahkan ada yg tdk kluar pak;wilayah dukuh kupang air nya alir kecil tidak keluar;Air Tidak Mengalir;Netral;0
DIx63uITVjW;Kenapaa daerah simolangit  air nya mengalir terlalu kecil,bahkan G keluar.. Sia2 dong bayar PDAM;daerah simolangit air nya alir kecil bahkan ga keluar sia bayar pdam;Air Tidak Mengalir;Netral;0
DIx63uITVjW;Pipa bocor dimana,dampaknya semua. Daerah Tapak Siring sejak kemarin debit kecil. Saya harus mengangsu dari luar. Sukanya kasi kerjaan orang saja !!!;pipa bocor mana dampak daerah tapak siring debit kecil isi suka kasih kerja;Air Tidak Mengalir;Negatif;-1
DIx63uITVjW;Tolong @pdamsuryasembada rumah saya sudah 4hari ini tiap pagi mati airnya. Nyala cmn malam aja jam. Biasanya gapernah gini. Dan di daerah rumah saga cmn rumah saya aja yg begitu. Gangguan airnya. Tolong info penjelasannya dan solusinya.;rumah pagi mati air cuman malam jam tidak pernah gin daerah rumah cuman rumah ganggu air informasi jelas solusi;Lainnya;Negatif;-1
DIxj3rwTf1o;Kak pam nya udah ada sistem prabayar kak?;kakak pam nya sistem prabayar kakak;Lainnya;Netral;0
DIxj3rwTf1o;Harus nya di tambah aplikasi info gangguan dari pdam sendiri seperti ada galian dsbynya jdi aplikasi nya kurang, aplikasi info gangguan penting bagi pelanggan, bukan begitu cak :face_with_tears_of_joy:;nya aplikasi informasi ganggu pdam gali surabaya aplikasi nya aplikasi informasi ganggu langgan bukan kak;Lainnya;Netral;0
DIxj3rwTf1o;Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????;aplikasi rumit keluh apa unggah rumah bukan masuk nomr langgan data baca lagi pula keluh batas aneh dan berat admint tiktok tidak masuk akal kalah tunggak bayar dan admin tiktok tidak google website pdam lain lalu angka admint tiktok darimana muncul nominal segitu;Lainnya;Netral;0
DIxj3rwTf1o;Mohon info kalau pengaduan karena kena pinalty kemana;mohon informasi adu kena penalti;Pelayanan;Netral;0
DIvykK1T0z7;Keren bgt :clapping_hands::clapping_hands::fire::fire:;keren banget;Lainnya;Netral;0
DIvykK1T0z7;Kerennn;keren;Lainnya;Netral;0
DIvWUI0TYM0;Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau;air daerah dukuh pakis kecil tidak alir tinjau;Air Tidak Mengalir;Netral;0
DIvWUI0TYM0;Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.;halo daerah jalan tapak siring debit air kecil tidak;Air Tidak Mengalir;Netral;0
DIvWUI0TYM0;Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih;sosialisasi visi misi pdam apa coba cek target warga surabaya harap pdam nyala jam pompa air lantai warga surabaya jangan rumah gunung anyar pompa air setro utara pakai pompa air camat tambaksari kawasan milik miskin paling bantu rumah di dahulu kapan pdam penuh target analisa bayar tolong hubung terima kasih;Lainnya;Netral;0
DIvB8m4TVRV;Selamat hari bumi:globe_showing_Europe-Africa:;selamat bumi;Lainnya;Netral;0
DIu5I61PjAN;Health talk ini kemarin khusus wanita ya min?;health talk wanita admin;Lainnya;Netral;0
DIslhvHzw1m;Keren bgt Srikandi Surya Sembada :smiling_face_with_heart-eyes::clapping_hands:;keren banget srikandi surya sembada;Lainnya;Netral;0
DIslhvHzw1m;Menyala sista @denikurniawatii :fire::fire::fire:;nyala saudara;Lainnya;Netral;0
DIslhvHzw1m;mantap srikandi pdam surabaya:red_heart:;mantap srikandi pdam surabaya;Lainnya;Positif;1
DIslhvHzw1m;keren bu deni, pak sugeng:fire::fire::fire:;keren bu den sugeng;Lainnya;Netral;0
DIslhvHzw1m;Selamat hari Kartini :smiling_face_with_open_hands:;selamat kartini;Lainnya;Netral;0
DIslhvHzw1m;My deepest admiration for all my Kartinis out there :hand_with_index_finger_and_thumb_crossed::fire::fire::fire:;my dalam admiration for all my kartini out sana;Lainnya;Netral;0
DIslhvHzw1m;Terbaik ancene @denikurniawatii :fire:;baik memang;Lainnya;Positif;1
DIpqWcYTVPK;Terima kasih :folded_hands:;terima kasih;Lainnya;Positif;1
DIk0fYzPJ66;Apakah Gunung Anyar termasuk?;gunung anyar;Lainnya;Netral;0
DIi8Q12vefW;call centre ngak bisa di telp?;call centre ngga telepon;Lainnya;Netral;0
DIiNMuBTe7M;Semangat!! :fire::clapping_hands:;semangat;Lainnya;Netral;0
DIiNMuBTe7M;semangat terus mimin buat kontennya:smiling_face_with_heart-eyes::fire:;semangat admin konten;Lainnya;Netral;0
DIhrwRXzY4g;Kalilom Lor indah DELIMA 3hari ini (mli selasa 15 april)mli pukul 06.00-09.00 baru mengalir airnya;kalilom lor indah delima alir air;Air Tidak Mengalir;Netral;0
DIhrwRXzY4g;Sampe jam berapa ya;jam;Lainnya;Netral;0
DIhrwRXzY4g;Sampe berapa jam ini pemadaman nya?;jam padam nya;Air Tidak Mengalir;Netral;0
DIhrwRXzY4g;Sampai hari ini sabtu tgl 19 , air di daerah manukan mati tidak menyala.  Klu pun nyala hanya kecil banget, banyakan matinya. Kapan ini nyala normal kembali. Tolong di pantau daerah manukan belum normal;tanggal air daerah manuk mati tidak nyala klu kecil banyak mati normal pantau daerah manuk normal;Air Tidak Mengalir;Negatif;-1
DIgZcPhvJo_;Owh pantes kok gak keluar ini tadi nyalain air....;pantas tidak keluar air;Air Tidak Mengalir;Netral;0
DIgZcPhvJo_;min, sambikerep mati airnya kok gk ada pemberitahuan. pagi2 pula wktunya masak,sekolah,kerja :disappointed_face:;admin sambikerep mati air ga pemberitahuan pagi masak sekolah kerja;Pelayanan;Negatif;-1
DIgZcPhvJo_;Telat nyimak...coba tau drtd dah Menuhin air min:pensive_face:;lambat nyimak coba dari tadi deh isi air admin;Lainnya;Negatif;-1
DIfy-l5zkBH;Semangat:fire:;semangat;Lainnya;Netral;0
DIfy-l5zkBH;Sukses wong ayu sayang:smiling_face_with_heart-eyes:Humas semakin keren :red_heart::smiling_face_with_heart-eyes:;sukses cantik humas keren;Lainnya;Netral;0
DIfy-l5zkBH;Semangat....PDAM Surya Sembada Surabaya;pdam surya sembada surabaya;Lainnya;Netral;0
DIfy-l5zkBH;Semangat Pak;semangat;Lainnya;Netral;0
DIfy-l5zkBH;barokallah teman2, semangat sehat selalu;barokallah teman semangat sehat;Lainnya;Netral;0
DIfy-l5zkBH;jadi kapan nyala air nya??? bak mandi dah kosong;air nya bak mandi deh kosong;Lainnya;Netral;0
DIfy-l5zkBH;Gimana per sore ini kakak?;sore kakak;Lainnya;Netral;0
DIfy-l5zkBH;Lek mari nggali iku di dandani seng nggenah min, isuk iki akeh korban tibo, gara² nutup mu mek nggae lemah, nggarai dalane lunyu:raising_hands:;mari gali dandan benar admin pagi korban jatuh gara tutup mu pakai lemah goda jalan licin;Lainnya;Negatif;-1
DIfy-l5zkBH;update progres kira kira selesai hari ini ga ya;update progres kira kira selesai ga;Lainnya;Netral;0
DIfy-l5zkBH;Kapan yaa seleaainya airnya loo udah gak ada samsek di rumah;selesai air loh tidak sama sekali rumah;Lainnya;Netral;0
DIfy-l5zkBH;Tlfon cs ga bisa, wa cs ga ada respon... Sampai skrg air blm keluarrrrrrrrr;telepon layan langgan ga whatsapp layan langgan ga respon air keluar;Pelayanan;Netral;0
DIfy-l5zkBH;duh gk ada air:crying_face:;aduh ga air;Lainnya;Netral;0
DIfy-l5zkBH;Sampe sekarang masih belum nyala juga untuk area Rungkut permai :clapping_hands:;area rungkut permai;Lainnya;Netral;0
DIfy-l5zkBH;Bu dijalan Kupang gunung barat IV,ada kebocoran pipa,sudah hampir 2 Minggu nggak ada tindakan;bu jalan kupang gunung barat iv ada bocor pipa sudah hampir tidak tindak;Kebocoran;Negatif;-1
DIfy-l5zkBH;Air bak mandi habis ... Kapan ya selesai ?;air bak mandi habis selesai;Lainnya;Netral;0
DIfy-l5zkBH;Sampe hari ini masih mati pdam saya di gunung anyar sawah dekat sekolah pelayaran;mati pdam gunung anyar sawah sekolah layar;Air Tidak Mengalir;Negatif;-1
DIfy-l5zkBH;Ayo semangat Pak  pekerja, airnya biar cepat keluar...;ayo semangat kerja air biar cepat keluar;Air Tidak Mengalir;Positif;1
DIfy-l5zkBH;Min update per sore ini gimana min? @pdamsuryasembada;admin update sore admin;Lainnya;Netral;0
DIfy-l5zkBH;Ayo kpn nyala gunung anyar;ayo gunung anyar;Lainnya;Netral;0
DIfy-l5zkBH;TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA;bu suruh suruh bayar hutang buron pinjol;Harga;Netral;0
DIflu2CTPUb;Rumah kegiatan anak yatim *Amanah ummat* (Umi Barokah)  Jl. Mastrip Warugunung  11, rt 02, rw 03, Warugunung, karangpilang, Surabaya dan uang bs dtansfer ke:  No BRI 313201008621535 a/n Nur Barokah, konfirmasi wa: 08159939953;rumah anak yatim amanah ummat umi barokah jalan mastrip warugunung rw warugunung karangpilang surabaya uang dtansfer bri an nur barokah konfirmasi whatsapp;Lainnya;Netral;0
DIflu2CTPUb;Ada forum komunikasi pelanggan @pdamsuryasembada ya min?;forum komunikasi langgan admin;Lainnya;Netral;0
DIeLpGJTxyh;Sampai sekarang belum nyala airnya min.. :crying_face:;air admin;Lainnya;Netral;0
DIeLpGJTxyh;Apa masih belum selesai minn krn belum nyala sampe sekarang:crying_face:;selesai admin;Lainnya;Netral;0
DIeLpGJTxyh;Gunung anyar belum nyala min;gunung anyar admin;Lainnya;Netral;0
DIeLpGJTxyh;Aku gak mandi hari ini di gunung anyar tengah mati total;tidak mandi gunung anyar mati total;Air Tidak Mengalir;Negatif;-1
DIdragOP-7C;Nice info! :clapping_hands:;bagus informasi;Lainnya;Positif;1
DIdragOP-7C;Smoga pekerjaannya cepat selesai ya min :palms_up_together:;moga kerja cepat selesai admin;Lainnya;Positif;1
DIdragOP-7C;min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.;admin bangun rumah surabaya utara bukan kampung padat duduk pasang pdam bilang ga masuk rumah pdam nya masuk suruh bayar juta bantu kanan kit kakak ku uda situ pakai pdam;Pemasangan;Netral;0
DIdragOP-7C;Siwalankerto gak metu banyune;siwalankerto tidak keluar air;Air Tidak Mengalir;Netral;0
DIdragOP-7C;Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetap aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan;depan rumah bocor pipa sampai air keluar terus sudah lapor aja terus lapor cek meter rumah rumah tetap tidak tindak foto pdam tindak;Pelayanan;Negatif;-1
DIdragOP-7C;Di keii nomer disuruh wa malah gak ada respon;kasih nomor suruh whatsapp tidak respon;Pelayanan;Netral;0
DIdragOP-7C;Gak onok respone blass;tidak respon sama sekali;Pelayanan;Netral;0
DIdragOP-7C;Min sampai sekarang belum selesai kah? Aku daerah gununganyar airnya mati;admin selesai daerah gununganyar air mati;Air Tidak Mengalir;Negatif;-1
DIdragOP-7C;ijin infonya apa perbaikan di gunung anyar apa sdh normalisasi? seandainya sdh air ny koq blm lancar jg td mlm sdh keluar itupun hanya beberapa jam saja dan pagi ini sama sekali macet kita nunggu sampai kapan air bisa normal;ijin info baik gunung anyar normalisasi anda air nya lancar malam keluar itu pun jam pagi macet tunggu air normal;Air Tidak Mengalir;Netral;0
DIdragOP-7C;Respone gak masuk;respon tidak masuk;Pelayanan;Netral;0
DIdragOP-7C;Gada aer;gaada air;Lainnya;Netral;0
DIdragOP-7C;Pantes sejak kemarin airnya gk keluar sampek bingung arep adus karo ngiseng tibak e enek kebocoran;pantas air ga keluar bingung mandi berak nya bocor;Kebocoran;Negatif;-1
DIaDRGLTxxn;Debit air kok mengecil di Sidosermo, cuman netes ?;debit air kecil sidosermo cuman tetes;Air Tidak Mengalir;Netral;0
DIaDRGLTxxn;Udh bbrp hari ini lho debit air sidosermo pdk 1A kecil.. Kurasa udh 3 bulan kebelakang ini mengecil lamax tambah kecil.. Tolong donk klo laporan langsung ditindaklanjuti..;loh debit air sidosermo pdk a kecil rasa belakang kecil lama lama kecil lapor ditindaklanjuti;Air Tidak Mengalir;Negatif;-1
DIaDRGLTxxn;Adu Ketika lebaran air di jam 16.13 WIB itu lancar ya.  Tp skg mulai lagi. Keluarnya sedikit sekali. Debitnya mengecil. Daerah Tapak Siring.;adu lebaran air jam lancar keluar debit kecil daerah tapak siring;Air Tidak Mengalir;Netral;0
DIaDRGLTxxn;@pdamsuryasembada gerak cepat juga donk, mengatasi keluhan tagihan yang melonjak tiba-tiba padahal tiap pagi air pdam pasti mati tidak keluar sama sekali mulai jam 06.00 sampai 12 siang baru nyala namun itu pun kecil debitnya dan jam 15.00 mati lagi sampa;gerak cepat atas keluh tagih lonjak pagi air pdam mati tidak keluar jam siang kecil debit jam mati sampa;Air Tidak Mengalir;Negatif;-1
DIXxRvcvTlX;halo min di area kedurus dan sekitarnya kok airnya mati total ya? apakah ada gangguan pekerjaan?;halo admin area kedurus air mati total ganggu kerja;Air Tidak Mengalir;Negatif;-1
DITD5lfPhEp;Min kenapa udah 4harian kok air tidak bisa naek ke torn atas ya? Apakah lg ada perbaikan kayak kapan hari?;admin hari air tidak torrent baik kayak;Lainnya;Positif;1
DITD5lfPhEp;Min daerah mojo gak dialiri air ta? Kok gada air mengalir;admin daerah mojo tidak alir air ta gaada air alir;Air Tidak Mengalir;Netral;0
DITD5lfPhEp;Ditindak lanjuti ya daripada saya datangi kantornya :fire::fire::fire:;tindak lanjut datang kantor;Pelayanan;Netral;0
DITD5lfPhEp;Min s;admin s;Lainnya;Netral;0
DITD5lfPhEp;Siwalankerto gak metu blass;siwalankerto tidak keluar sama sekali;Air Tidak Mengalir;Netral;0
DIQxHwLPDto;Masya Allah Tabarakallah. Selamat menunaikan Ibadah Umroh semoga Allah melindungi dan perjalanannya lancar:folded_hands_medium_skin_tone::palms_up_together:;masya allah tabarakallah selamat tunai ibadah umroh moga allah lindung jalan lancar;Lainnya;Netral;0
DIQxHwLPDto;ini daerah sidotopo kok air tidak eluar sudah 2 hari dirumah saya telpo cs dan lapor di cis gak ada respon sampi sekarang payah!;daerah sidotopo air tidak keluar rumah telepon layan langgan lapor cis tidak respon payah;Pelayanan;Netral;0
DIQxHwLPDto;Ini sidosermo pdk 1A kok airnya ditempat saya mengecil ya kak;sidosermo pdk a air tempat kecil kakak;Air Tidak Mengalir;Netral;0
DIQxHwLPDto;Ini daerah dinoyo kok mati airnya ?;daerah dinoyo mati air;Air Tidak Mengalir;Negatif;-1
DIQxHwLPDto;Subhanallah, kapan yo aq iso oleh koyo iku;subhanallah;Lainnya;Netral;0
DIQxHwLPDto;Kapan pengundian nya min @pdamsuryasembada ?;undi nya admin;Lainnya;Netral;0
DIOuoiuT-jn;Mau tanya.pengajuan pemasangan tgl 19 maret sudah disurvey.tapi sampai sekarang tidak ada kejelasan,dipasang kapan nya.;tanya aju pasang tanggal maret survey tapi tidak jelas pasang nya;Pemasangan;Netral;0
DIOuoiuT-jn;Aku pasang gak di pasang pasang sampek skrg;pasang tidak pasang pasang;Pemasangan;Netral;0
DIMA6hdvaDP;pernah diposisi ini, semoga seluruh petugas yg masih bekerja di hari raya diberikan kesehatan, kelancaran pekerjaannya dan bisa segera kembali berkumpul bersama keluarga.. minal aidzin walfaizin :clapping_hands:;posisi moga tugas raya beri sehat lancar kerja kumpul keluarga mal aidzin walfaizin;Lainnya;Netral;0
DIMA6hdvaDP;pak bu ini saya udh telfon berkali kali sibuk terus, sampai wa jg ga ada respon gimana ini;bu telepon kali sibuk whatsapp ga respon;Pelayanan;Netral;0
DIMA6hdvaDP;baik bapak/ibu untuk pergantian Stop Kran dikenakan biaya Rp. 197.580,- Pembayaran di Indomaret (Tagihan PDAM Non Air) / Aplikasi GoJek (Go-Tagihan, PDAM Surabaya Non Air) Kode bayar : 2120250400130 Jangka Waktu Pekerjaan -+ 7 hari dari pembayaran terimakasih;bapak ibu ganti stop keran kena biaya rp bayar indomaret tagih pdam non air aplikasi gojek go tagih pdam surabaya non air kode bayar jangka kerja bayar terima kasih;Harga;Positif;1
DIDJcLGPmBr;Minal aidzin Wal Faidzin mohon maaf lahir dan batin.. selamat lebaran ketupat:smiling_face_with_heart-eyes:;mal aidzin wal faidzin mohon maaf lahir batin selamat lebaran ketupat;Lainnya;Netral;0
DIA-kfQPQh3;lahhh saya sudah buat laporan tapi belum ada tindakan sampek sekarang:crying_face:;lapor tindak;Pelayanan;Netral;0
DIA-kfQPQh3;Tolong area kapas madya baru dong min..mau juga di cek kebocoran.Soalnya tagihan pam tinggi banget,pernah pengaduan ke pdam tpi disuruh bongkar semua saluran pipa:crying_face:;area kapas madya admin mau cek bocor soal tagih pam banget pernah adu pdam suruh bongkar salur pipa;Kebocoran;Negatif;-1
DIA-kfQPQh3;Lontar kapan min??;lontar admin;Lainnya;Netral;0
DH7o04ovNSH;Semangat bagi para petugas piket , kalian luar biasa :clapping_hands::clapping_hands::clapping_hands::crying_face:;semangat tugas piket;Lainnya;Netral;0
DH7o04ovNSH;Tagihan bulan maret kok naik kenapa ya Min?;tagih maret admin;Lainnya;Netral;0
DH7o04ovNSH;Air PDAM nya skarang kok bau pemutih ya;air pdam nya bau putih;Air Kotor/Bau;Negatif;-1
DH7IuPWTb7s;Tagihan bengkak..karna ada perbedaan golongan tarif. Ukuran tanah+rumah+lebar gang sama..tp golonongan tarif berbeda. Sudah komplain,ditangani ..disurvey lokasi..tp tetap ga bs rubah golongan. Alasan..listrik katay 1300..padhal..dr mulai pasang listrik smp skrg,,dr PLN listriky 900(bukti pembayaran rekening listrik). Komplain lsg ke cs di ksntor pdam,, tp tetap ga bs kasih pnjelasan,knp gol tarif pdam saya beda dg rmh2 sblh. Akhiry di ajak ke ruangan,,ktm sm pimpinany. Dr pimpinan di cek..jg ga bs ksih pnjelsan. Ujung2 nya..katay ini dr sistem..pengkinian data ato apa. Yg katay nnt akan sm sma dg tarif golongan pdam saya. Cm saya heran,,knp dr 2017...cm rmh saya yg kena pengkinian dara,,sdg lainy tdk. Tlg mgkin ada yg bs bntu jwb:folded_hands:;tagih bengkak karena beda golong tarif ukur tanah rumah lebar gang sama tapi golonongan tarif beda komplain tangan di suvey lokasi tapi ga rubah golong alas listrik kata padahal dari pasang listrik sekarang dari pln listrik bukti bayar rekening listrik komplain layan langgan kantor pdam ga kasih jelas kenapa golong tarif pdam beda rumah belah ajak ruang ketemu pimpin pimpin cek juga ga kasih jelas ujung kata sistem kini data kata tarif golong pdam heran kenapa rumah kena kini tidak mungkin bantu jawab;Harga;Negatif;-1
DH4sB3KzNXH;Semangat pejuang jogo banyu PAM surabaya,,,,:fire::fire::fire::fire::fire::fire::fire: mungkin petugas operator tdk mampu bersilaturahmi ke keluarga, tp air yg panjenengan produksi sudah bersilaturahmi ke seluruh warga surabaya:clapping_hands::clapping_hands::clapping_hands: sehat selalu bapak2....:red_heart::red_heart::red_heart::raising_hands::raising_hands:;semangat juang jaga air pam surabaya mungkin tugas operator tidak silaturahmi keluarga air produksi silaturahmi warga surabaya sehat;Lainnya;Netral;0
DH4sB3KzNXH;Masya allah tabarakallah :face_holding_back_tears::folded_hands: sehat slalu bapak2 PAM Surya Sembada;masya allah tabarakallah sehat pam surya sembada;Lainnya;Netral;0
DH4sB3KzNXH;Selamat bertugas kawan2 yg sedang piket jaga, kalian luar biasa :clapping_hands::clapping_hands::clapping_hands:;selamat tugas kawan piket jaga;Lainnya;Netral;0
DH4sB3KzNXH;SEMANGAT SOBAT LEDENG :red_heart::raising_hands: WOPYU;semangat sobat pam love you;Lainnya;Netral;0
DH4sB3KzNXH;Mengorbankan waktu berharga bersama keluarga demi memastikan kebutuhan air bersih masyarakat tetap terpenuhi. Terima kasih atas pengorbanan dan kerja keras bapak2 petugas sekalian. Semoga kebaikan ini membawa berkah berlimpah bagi bapak2 petugas  dan keluarga. Selamat Idul Fitri, mohon maaf lahir dan batin. :folded_hands::droplet:;korban harga keluarga butuh air bersih masyarakat penuh terima kasih korban kerja keras tugas moga baik berkah limpah tugas keluarga selamat idul fitri mohon maaf lahir batin;Harga;Positif;1
DH4sB3KzNXH;Pernah diposisi ini, semoga seluruh petugas yg masih bekerja di hari raya diberikan kesehatan, kelancaran pekerjaannya dan bisa segera kembali berkumpul bersama keluarga.. minal aidzin walfaizin :clapping_hands:;posisi moga tugas raya beri sehat lancar kerja kumpul keluarga mal aidzin walfaizin;Lainnya;Netral;0
DH4sB3KzNXH;Keren sekali :clapping_hands:;keren;Lainnya;Netral;0
DH4sB3KzNXH;Masha Allah luar biasa, Semoga sehat selalu :folded_hands_light_skin_tone:;masha allah moga sehat;Lainnya;Netral;0
DH4sB3KzNXH;semangat para pejuang:fire:;semangat juang;Lainnya;Netral;0
DH4sB3KzNXH;Semangat semoga diberikan kesehatan dan berkah buat keluarga:red_heart:;semangat moga beri sehat berkah keluarga;Lainnya;Netral;0
DH4sB3KzNXH;:fire::fire::fire:tetap semangat kawan2 Satria Surya Sembada … Semoga Alloh SWT senantiasa melindungi dan menjaga keluarga kita Amin Yaa Robbal’alamiin;semangat kawan satria surya sembada moga allah swt senantiasa lindung jaga keluarga amin robbalalamiin;Lainnya;Netral;0
DH4sB3KzNXH;Selamat bertugas kawan-kawan:slightly_smiling_face: semoga diberikan kesehatan dan keberkahan...semangat:fire:;selamat tugas kawan kawan moga beri sehat berkah semangat;Lainnya;Netral;0
DHz7X7GPjBa;Kalau saya tutur tinular, angling dharmo sama Misteri gunung merapi dengan artis2nya genta buananya. Sampai saat ini kalau lihat kilasan2 film trsbut jd pasti penuh memori....:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;tular angling dharmo misteri gunung rapi artis genta buana lihat kilas film penuh;Lainnya;Netral;0
DHz7X7GPjBa;Selamat Hari Film Nasional :sparkles::bouquet:;selamat film nasional;Lainnya;Netral;0
DHz7X7GPjBa;Karya masterpiece para novelis diubah jadi film g prnh gagal,, :clapping_hands:;karya masterpiece novelis ubah film ga gagal;Lainnya;Netral;0
DHz7X7GPjBa;Ayo dong Min buat undian CIS dg hadiah tiket nonton film terbaru bersama bestie. :smiling_face_with_heart-eyes:;ayo admin undi cis hadiah tiket nonton film baru sahabat;Lainnya;Netral;0
DHz7X7GPjBa;Mas adam : Buk buk ibuuuuukkkkk :rolling_on_the_floor_laughing:;mas adam ibu ibu ibu;Lainnya;Netral;0
DHz7X7GPjBa;Mimin selalu keren:fire::fire:;admin keren;Lainnya;Netral;0
DHz7X7GPjBa;Indra said : sesuai genre hidup saya :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;indra said genre;Lainnya;Netral;0
