comment_id,comment_text,true_sentiment,type,cleaned_text
13733,Daerah sawahan donggggg tolong airnya NYALAIN LAGIIIII plsssssss,Negatif,Pernyataan,daerah sawahan donggggg tolong airnya nyalain lagiiiii plsssssss
13736,"Btw airnya kenapa nih , gatel'' dibadan sudah 3 hari , kirain aku doang ternyata beberapa teman dan kolega juga sama",Negatif,Pertanyaan,"btw airnya kenapa nih  ,  gatel dibadan sudah hari  ,  kirain aku doang ternyata beberapa teman dan kolega juga sama"
13737,"Aire krtintang jan keuruh poll, bendino nguras tetep keruh, tagihan naik terus mana ada pajaknya oiy 😭😭😭😭😭",Negatif,Pernyataan,"aire krtintang jan keuruh poll ,  bendino nguras tetep keruh ,  tagihan naik terus mana ada pajaknya oiy"
13738,@vthree_fashion parah emang ini biaya2 terus,Negatif,Pernyataan,parah emang ini biaya terus
13741,Mau tanya apa ada pemadaman air daerah kenjeran dan lebak2 an hr ini 11 nop ????,Negatif,Pertanyaan,mau tanya apa ada pemadaman air daerah kenjeran dan lebak an hr ini nop  ? 
13743,@pdamsuryasembada mana air PDAM tiap bngun pagi bau amis...,Negatif,Pernyataan,mana air pdam tiap bngun pagi bau amis  . 
13744,"@pdamsuryasembada dinas lingkungan hidup nya berarti mendzolimi warga ,Krn pajak retribusi dan biaya denda yg naik drastis ....",Negatif,Pernyataan,"dinas lingkungan hidup nya berarti mendzolimi warga  , krn pajak retribusi dan biaya denda yg naik drastis  . "
13745,Nginden baru 1 mati min airnyaaaahhhhhhhhhhhhh. Ada perbaikkan apa???sampe jam berapa?,Netral,Pertanyaan,nginden baru mati min airnyaaaahhhhhhhhhhhhh .  ada perbaikkan apa  ?  sampe jam berapa ? 
13747,HALO MIN TOLONG BACA DM MAKASIH,Netral,Pernyataan,halo min tolong baca dm makasih
13749,@pdamsuryasembada air pdam tidak menyala  di daerah Wiguna,Negatif,Pernyataan,air pdam tidak menyala di daerah wiguna
13750,@pdamsuryasembada  yang dibutuhkan tindakan...bukan pengaduan saja,Netral,Pernyataan,yang dibutuhkan tindakan  .  bukan pengaduan saja
13752,"Min min, lek misale saya bayar tagihan airnya kayak air mu yang mati hidup mati hidup gimana ? Seminggu lebih rek, komplain yo gak mbok reken. Tutupen ae mari call centermu iku. Gak guna blas gawe pelanggan.",Negatif,Pertanyaan,"min min ,  lek misale saya bayar tagihan airnya kayak air mu yang mati hidup mati hidup gimana  ?  seminggu lebih rek ,  komplain yo gak mbok reken .  tutupen ae mari call centermu iku .  gak guna blas gawe pelanggan . "
13754,"@pdamsuryasembada wis min, wis lapor nang cis, tlp call center ping 2, petugas yo wis teko nang omah, tapi opo hasile. Gak onok min.",Negatif,Pernyataan,"wis min ,  wis lapor nang cis ,  tlp call center ping  ,  petugas yo wis teko nang omah ,  tapi opo hasile .  gak onok min . "
13755,@bundalannaadhitya petugasnya blg apa Bun?,Netral,Pertanyaan,petugasnya blg apa bun ? 
13756,@pdamsuryasembada sdah sya DM. TPI belum di tindak lanjuti.. malah lebih parah tiap hri mati hidupnya cuma malam² sekitar jam 10.,Negatif,Pernyataan,sdah sya dm .  tpi belum di tindak lanjuti  .  malah lebih parah tiap hri mati hidupnya cuma malam sekitar jam  . 
13757,Air daerah ketintang  mati,Negatif,Pernyataan,air daerah ketintang mati
13758,Ngagel madya airx mati,Negatif,Pernyataan,ngagel madya airx mati
13762,Kemalan perbaikan melulu !!!! Tapi sistem nya intern nda pernah di perbaikiiiiii,Negatif,Pernyataan,kemalan perbaikan melulu  !  tapi sistem nya intern nda pernah di perbaikiiiiii
13763,@pdamsuryasembada airnya  sdh nyala lagi..makasih,Positif,Pernyataan,airnya sdh nyala lagi  .  makasih
13766,"@pdamsuryasembada  oiya pak, se jam kemudian sudah mengalir kok, makasiiih yaaa",Netral,Pertanyaan,"oiya pak ,  se jam kemudian sudah mengalir kok ,  makasiiih yaaa"
13768,Kualitas banyune butek 😮,Negatif,Pernyataan,kualitas banyune butek
13769,"Haloo min candi lontar tengah manukan, pdam mati total dari rabu kemarin sampe hari ini belum menyala sama sekali. Kira kira kapan bisa normal kembali seperti sedia kala?? Mohon ditindak lanjut",Negatif,Pertanyaan,"haloo min candi lontar tengah manukan ,  pdam mati total dari rabu kemarin sampe hari ini belum menyala sama sekali .  kira kira kapan bisa normal kembali seperti sedia kala  ?  mohon ditindak lanjut"
13770,"Pada sibuk lomba ML ( mobil legends) .. tuh reel ya . So di tindak lanjuti. Itu haya kata² ya min.. capek min ngeluh PDAM AE, di DM Yo wes mari min admin 😢",Negatif,Pernyataan,"pada sibuk lomba ml mobil legends  .  tuh reel ya  .  so di tindak lanjuti .  itu haya kata ya min  .  capek min ngeluh pdam ae ,  di dm yo wes mari min admin"
13771,"Sudah 3 x buat pengaduan, Debit Air Parah. Info nya 1 x 24 jam penanganan nya.  Ditunggu  2 hari nga ada kejelasan. Sudah lebih dari sebulan debit air kecil banget. Mohon kerjasama nya.",Negatif,Pernyataan,"sudah x buat pengaduan ,  debit air parah .  info nya x jam penanganan nya .  ditunggu hari nga ada kejelasan .  sudah lebih dari sebulan debit air kecil banget .  mohon kerjasama nya . "
13772,"Air mati di daerah kapasari, parahhh dari kmrin sore. Dendanya aja gedein😢",Negatif,Pernyataan,"air mati di daerah kapasari ,  parahhh dari kmrin sore .  dendanya aja gedein"
13774,Min kebraon air mati knp ya. Kok ga ada info,Negatif,Pertanyaan,min kebraon air mati knp ya .  kok ga ada info
13777,@pdamsuryasembada oke sudah min,Positif,Pernyataan,oke sudah min
13781,"@pdamsuryasembada air mati ,gak ngalir 3 hari, tp CS kalian parah, matiin trlepon, ditanya updatenya hah hoh hah hoh, kayak orang linglung gk paham masalahnha bahkan antar staff berbeda info padahal kalian dalam 1 tim, parahh!! Gimana airnya????!!!!!",Negatif,Pertanyaan,"air mati  , gak ngalir hari ,  tp cs kalian parah ,  matiin trlepon ,  ditanya updatenya hah hoh hah hoh ,  kayak orang linglung gk paham masalahnha bahkan antar staff berbeda info padahal kalian dalam tim ,  parahh  !  gimana airnya  ?   ! "
13782,"@pdamsuryasembada percuma gak ditanggapi, kalian kek cuma bisa komen ketik2 tapi actionnya 0 😂, ini aja loh aku telepon kalian gak diangkat2, parah kann, gimana bisa minta bantuan, kacauu !!!",Negatif,Pertanyaan,"percuma gak ditanggapi ,  kalian kek cuma bisa komen ketik tapi actionnya  ,  ini aja loh aku telepon kalian gak diangkat ,  parah kann ,  gimana bisa minta bantuan ,  kacauu  ! "
13785,"@pdamsuryasembada tadi diangkat lalu skrng mereka gak mau angkat karena gak mau melayani saya, ssya tsnya update mereka gak paham, gimana staff kalian nih, kacau gak ada manner 😂",Netral,Pertanyaan,"tadi diangkat lalu skrng mereka gak mau angkat karena gak mau melayani saya ,  ssya tsnya update mereka gak paham ,  gimana staff kalian nih ,  kacau gak ada manner"
13786,"@pdamsuryasembada benar di darmo harapan, yang CS mu satunya bilang masih diupayakan ke petugas, baru disampaikan ke tim, dll.. lah kerjanya kalian 3 hari ini dan sblmnya2 apa dong?? Gak melayani aduan konsumen?? Kok baru dilakukan sekarang?? Aduannya udah 3 hari loh.. parah kann kalian , ckckckckc",Negatif,Pertanyaan,"benar di darmo harapan ,  yang cs mu satunya bilang masih diupayakan ke petugas ,  baru disampaikan ke tim ,  dll  .  lah kerjanya kalian hari ini dan sblmnya apa dong  ?  gak melayani aduan konsumen  ?  kok baru dilakukan sekarang  ?  aduannya udah hari loh  .  parah kann kalian  ,  ckckckckc"
13789,"Ini seriusan buat air minum, daerah Sidotopo wetan, keluarnya malam susah siang mati, sekalinya keluar bau amisnya g ketulungan, tolong lah pak, kita ini bayar nya g murah lho, perbaiki lagi kualitas airnya, kalau kayak gt jangan kan buat masak buat mandi aja saya sama keluarga mual"" Pak, gosok gigi pakai air galon",Negatif,Pernyataan,"ini seriusan buat air minum ,  daerah sidotopo wetan ,  keluarnya malam susah siang mati ,  sekalinya keluar bau amisnya g ketulungan ,  tolong lah pak ,  kita ini bayar nya g murah lho ,  perbaiki lagi kualitas airnya ,  kalau kayak gt jangan kan buat masak buat mandi aja saya sama keluarga mual pak ,  gosok gigi pakai air galon"
13791,Air PDAM daerah kedinding lor bau nya amis buanget sampai pingin muntah ddh gk kuat. Kenapa kok amis gitu sdh 1 minggu lebih. Tolong perbaiki kualitas airnya,Negatif,Pertanyaan,air pdam daerah kedinding lor bau nya amis buanget sampai pingin muntah ddh gk kuat .  kenapa kok amis gitu sdh minggu lebih .  tolong perbaiki kualitas airnya
13793,"Bismillah .... PDAM mohon ditindak lanjuti air drmh saya , keluar jam 8 MLM sampe shubuh (mati) sampe jam 11 siang ,  dan jam 1 siang air keluar , jam 3 mati  lagi sampe jam 8 malam.....klo hari Sabtu Minggu mulai shubuh sampe am 8 mlm baru keluar airnya ,,,saya sdh 2x pengaduan mohon segera ditindak lanjuti pak.....yang serius",Negatif,Pernyataan,"bismillah  .  pdam mohon ditindak lanjuti air drmh saya  ,  keluar jam mlm sampe shubuh mati sampe jam siang  ,  dan jam siang air keluar  ,  jam mati lagi sampe jam malam  .  klo hari sabtu minggu mulai shubuh sampe am mlm baru keluar airnya  ,  saya sdh x pengaduan mohon segera ditindak lanjuti pak  .  yang serius"
13795,@pdamsuryasembada sudah 2x ttp airnya seperti itu....,Negatif,Pernyataan,sudah x ttp airnya seperti itu  . 
13796,"Pdam di wilayah manukan mendadak mati, apakah ada perbaikan?",Negatif,Pertanyaan,"pdam di wilayah manukan mendadak mati ,  apakah ada perbaikan ? "
13798,"Ne PDAM petomo. Mati trrus gmn bosss.,gk bisa mandi,kamar bau TAI,gk isa nyiram EEK ne",Negatif,Pertanyaan,"ne pdam petomo .  mati trrus gmn bosss .  , gk bisa mandi , kamar bau tai , gk isa nyiram eek ne"
13799,Air pdam daerah petemon mati booossss gmn ne bossss,Negatif,Pertanyaan,air pdam daerah petemon mati booossss gmn ne bossss
13802,"PDAM TAEK, AIR KOYO KENCINGE KOCENG NGENE. WES MBAYAR LARANG2, MKST E LO OPO?",Negatif,Pertanyaan,"pdam taek ,  air koyo kencinge koceng ngene .  wes mbayar larang ,  mkst e lo opo ? "
13804,"Ne PDAM gmn semakin lama banyak pembenahan jalan dampak,nya air mati terus sampe gk isa nyiram Tai masuk le WC,sekamar bau TAI...ne gmn BOOOOOOSSSSSS,,KALU PIHAK SITU DIPOSISI KITA BAGAIMANA..WOOOOYYYYY,SEMOGA KALIAN KENA KARMA SEMUA YA",Negatif,Pertanyaan,"ne pdam gmn semakin lama banyak pembenahan jalan dampak , nya air mati terus sampe gk isa nyiram tai masuk le wc , sekamar bau tai  .  ne gmn boooooossssss  ,  kalu pihak situ diposisi kita bagaimana  .  wooooyyyyy , semoga kalian kena karma semua ya"
13808,"itu surabaya barat khususnya Manukan dan sekitarnya air mati gara2 pembangunan jalan yg entah kapan selesainya😮‍💨jalan sdh mulus dibongkar lagi dipasang gorong2,kmrn2 knp ga sekalian hadehhh😪 imbasnya air mati berhari² ,dan kita bisa mandi..iyaaa MANDI KERINGAT!😖",Negatif,Pertanyaan,"itu surabaya barat khususnya manukan dan sekitarnya air mati gara pembangunan jalan yg entah kapan selesainya jalan sdh mulus dibongkar lagi dipasang gorong , kmrn knp ga sekalian hadehhh imbasnya air mati berhari  , dan kita bisa mandi  .  iyaaa mandi keringat ! "
13810,"MURUP SEDIMO MATINE 4 DINOAN,DIPIKIR AWAK DEWE IKI DUITE AKEH TA,MOSOK YOW BNDIMO GUWAK DUIT 150 GAE TUKU BANYU GALON,,TERUS MOBIL TANGKI TEKO MEKNUMAN SAK EMBER TOK,OPO GK.ASU TA,KENE IKI BUTUH GAE MASAK BOOSSSS,GA😘 ADUS,MOSOK KERJO GK ADUS 4 DINO,,KI GK MASUK.BLAS",Negatif,Pernyataan,"murup sedimo matine dinoan , dipikir awak dewe iki duite akeh ta , mosok yow bndimo guwak duit gae tuku banyu galon  ,  terus mobil tangki teko meknuman sak ember tok , opo gk . asu ta , kene iki butuh gae masak boossss , ga adus , mosok kerjo gk adus dino  ,  ki gk masuk . blas"
13811,@pdamsuryasembada POD AE UMAN MEK SAK EMBER GAE.OPO RESPONE SUI...,Negatif,Pernyataan,pod ae uman mek sak ember gae . opo respone sui  . 
13813,"Haloo sobat, gmn air keluarnya kecil, keruh hitam. Terus harus bgmna? Ada solusi? Bayar rutin g pernah terlambat. Jl. Sono indah 3 no.28, sukomanunggal.",Negatif,Pertanyaan,"haloo sobat ,  gmn air keluarnya kecil ,  keruh hitam .  terus harus bgmna ?  ada solusi ?  bayar rutin g pernah terlambat .  jl .  sono indah no .  ,  sukomanunggal . "
13816,"Air jarang nyalah bayar tetep fulll,4 hari mati nyalah  1/2 hari pembayaran,nya tetep,ya apa BOOOOOSSSSSS",Negatif,Pernyataan,"air jarang nyalah bayar tetep fulll ,  hari mati nyalah hari pembayaran , nya tetep , ya apa booooossssss"
13819,"Halo tolong ini di tmpt saya sudah sebulan susah air, tidak ada kepastiannya sampai kapan. Tolong di tindak lanjuti ini tmpt usaha sudah rugi2 karna tidak ada pdam masuk sebulan terakhir. CS TIDAK DAPAT DI HUBUNGI",Negatif,Pertanyaan,"halo tolong ini di tmpt saya sudah sebulan susah air ,  tidak ada kepastiannya sampai kapan .  tolong di tindak lanjuti ini tmpt usaha sudah rugi karna tidak ada pdam masuk sebulan terakhir .  cs tidak dapat di hubungi"
13820,@pdamsuryasembada CS tidak bisa mengirimkan tanki air alasannya harus dari RT setempat dan CS SUSAH DI HUBUNGI,Negatif,Pernyataan,cs tidak bisa mengirimkan tanki air alasannya harus dari rt setempat dan cs susah di hubungi
13822,@pdamsuryasembada petemon 2A,Netral,Pernyataan,petemon a
13824,Apakah jadi sekarang air pdam sudah aman diminum min?,Netral,Pertanyaan,apakah jadi sekarang air pdam sudah aman diminum min ? 
13826,"eh pakk, ini airnya mati tb tb, pagi pagi pula, ga bisa mandi ak bwt sekulah 😭",Negatif,Pernyataan,"eh pakk ,  ini airnya mati tb tb ,  pagi pagi pula ,  ga bisa mandi ak bwt sekulah"
13827,"Tolong dong ini kenapa ya pdam medayu utara sering mati belakangan ini ,",Negatif,Pertanyaan,"tolong dong ini kenapa ya pdam medayu utara sering mati belakangan ini  , "
13828,Parah tapi retribusi naik dr 4500 jadi 11rb... KL denda yg awalnya 4500 dinaikkan jadi 10rb ...,Negatif,Pernyataan,parah tapi retribusi naik dr jadi rb  .  kl denda yg awalnya dinaikkan jadi rb  . 
13829,"Air mati daerah kendangsari tenggilis, sudah 7 hari tidak ada solusi dan tindak lanjut!! Sudah di laporkan 3x juga tidak di gubris!! Viralkan saja!! PDAM Sby tidak bagus!!!!",Negatif,Pernyataan,"air mati daerah kendangsari tenggilis ,  sudah hari tidak ada solusi dan tindak lanjut  !  sudah di laporkan x juga tidak di gubris  !  viralkan saja  !  pdam sby tidak bagus  ! "
13833,"Sememi gang 9A , siang hidupnya dr jam 1 smpai jam 3 sdah mati. Malamnya jam 10 Bru hidup.. apalgi kalau Sabtu mnggu siang tidak pernah hidup.  Udah bejalan stu mnggu lebih..",Negatif,Pernyataan,"sememi gang a  ,  siang hidupnya dr jam smpai jam sdah mati .  malamnya jam bru hidup  .  apalgi kalau sabtu mnggu siang tidak pernah hidup .  udah bejalan stu mnggu lebih  . "
13834,"@pdamsuryasembada sudah saya laporan tlp 2x dan wa 2x jg belum ada tindakan lanjutan, petugas sdh dtng 2x tpi hnya foto2..",Negatif,Pernyataan,"sudah saya laporan tlp x dan wa x jg belum ada tindakan lanjutan ,  petugas sdh dtng x tpi hnya foto  . "
13837,"PDAM smoga sllu sabar ya mngingat bnyk prmntaan dri warga, (wktu itu tmpt sya jg lngsung sat set pngerjaanya) team jg tdk mmnta byya 💐🙏, trgantung pngrtian kta sndiri💐 kuncinya kita ttp ramah yg tulus ya pada Team . Pasti lancar 💐 .💐trimkasih.",Positif,Pernyataan,"pdam smoga sllu sabar ya mngingat bnyk prmntaan dri warga ,  wktu itu tmpt sya jg lngsung sat set pngerjaanya team jg tdk mmnta byya  ,  trgantung pngrtian kta sndiri kuncinya kita ttp ramah yg tulus ya pada team  .  pasti lancar  .  trimkasih . "
13840,"Saya pasang baru dan sdh ada pembayaran, .no pendaftaran T20240004832, kenapa sampai sekarang blm d pasang, sdh 2 Minggu kenap?",Netral,Pertanyaan,"saya pasang baru dan sdh ada pembayaran ,   . no pendaftaran t ,  kenapa sampai sekarang blm d pasang ,  sdh minggu kenap ? "
13842,"CS TIDAK MEMBANTU SAMA SEKALI MALAH MEMATIKAN TELEPON!!! KACAU PARAH!! GAK MAU KERJA CS NYA MAU NYA NYANTAI2 DAN KETAWA2, PARAH !!!",Negatif,Pernyataan,"cs tidak membantu sama sekali malah mematikan telepon  !  kacau parah  !  gak mau kerja cs nya mau nya nyantai dan ketawa ,  parah  ! "
13843,"Woi CS NYA GAK MAU KERJA!!! GIMANA NIH, UDAH MATI AIR 3 HARI, GAK MAU KASIH AIR, GAK MAU TANGGUNG JAWAB!!!!! WOII GIMANA NIHH!!!!",Negatif,Pertanyaan,"woi cs nya gak mau kerja  !  gimana nih ,  udah mati air hari ,  gak mau kasih air ,  gak mau tanggung jawab  !  woii gimana nihh  ! "
13845,"Jgn hanya pipa di perbaiki  qualitas airnya tolong di perbaiki, harusmya pakai.air umbulan.....matikan ipam karangpilang dan ngagel...",Negatif,Pernyataan,"jgn hanya pipa di perbaiki qualitas airnya tolong di perbaiki ,  harusmya pakai . air umbulan  .  matikan ipam karangpilang dan ngagel  . "
13846,Terpantau bapak jupri....,Netral,Pernyataan,terpantau bapak jupri  . 
13847,Apakah tekanannya sudah normal ya?? Di rumah sya pakis gunung airnya masih lirih. Tidak seperti biasanya. Mohon infonnya @pdamsuryasembada,Negatif,Pertanyaan,apakah tekanannya sudah normal ya  ?  di rumah sya pakis gunung airnya masih lirih .  tidak seperti biasanya .  mohon infonnya
13851,@pdamsuryasembada oh begitu ya kak. Baiklah klo memang masih tahap perbaikan🙂 oia sekalian tanya. Untuk penggantian meteran apakah dikenakan biaya ya kak??,Netral,Pertanyaan,oh begitu ya kak .  baiklah klo memang masih tahap perbaikan oia sekalian tanya .  untuk penggantian meteran apakah dikenakan biaya ya kak  ? 
13853,@pdamsuryasembada sepertinya jarumnya tidak jalan kak. Krna lama sya tidak pernah perhatikan meterannya cuma sya bersih2 kan aja luarnya. Kalo pengaduan pergantian sya harus kemana kak?? Saran dong.,Negatif,Pertanyaan,sepertinya jarumnya tidak jalan kak .  krna lama sya tidak pernah perhatikan meterannya cuma sya bersih kan aja luarnya .  kalo pengaduan pergantian sya harus kemana kak  ?  saran dong . 
13855,@pdamsuryasembada baik terimakasih kak. Mohon di tunggu yaa🙂,Positif,Pernyataan,baik terimakasih kak .  mohon di tunggu yaa
13857,"Utk area pucang anom apa sdh normal ya krn tekanan air dari awal bulan September tekanan airnya lemah, keluar airnya kecil terutama di pagi hari",Negatif,Pernyataan,"utk area pucang anom apa sdh normal ya krn tekanan air dari awal bulan september tekanan airnya lemah ,  keluar airnya kecil terutama di pagi hari"
13859,Daerah kedungdoro udah 4 hari ini airnya mati sampai kapan ya,Negatif,Pertanyaan,daerah kedungdoro udah hari ini airnya mati sampai kapan ya
13860,"Minta tolong jl Ciliwung imbas boxculvert,sdh 2 hari blm d sambung 😢",Negatif,Pernyataan,"minta tolong jl ciliwung imbas boxculvert , sdh hari blm d sambung"
13865,@pdamsuryasembada semoga lancar dan sukses🙏 salam tukang ledeng🥰👷,Positif,Pernyataan,semoga lancar dan sukses salam tukang ledeng
13867,Terpantu bapak aris 😂 karipan,Netral,Pernyataan,terpantu bapak aris karipan
13870,❤️.... LUARBIASA,Negatif,Pernyataan, .  luarbiasa
13876,❤️. Sangat luar biasa,Positif,Pernyataan, .  sangat luar biasa
13877,Halo kenapa air di kawasan Tapak siring dn sekitarnya kecil ya. Mau mengisi bak ngga bisa.,Negatif,Pertanyaan,halo kenapa air di kawasan tapak siring dn sekitarnya kecil ya .  mau mengisi bak ngga bisa . 
13882,@pdamsuryasembada ..masih kecil aliran airnya,Negatif,Pernyataan, .  masih kecil aliran airnya
13886,@pdamsuryasembada ..terima kasih kak mohom segera ditangani aliran air nya kembali normal krn dampaknya sangat luar biasa bagi warga menanggal lebih dari 12 jam .stok air sampai habis krn estimasi awal 6 jam dr jam 21,Positif,Pernyataan, .  terima kasih kak mohom segera ditangani aliran air nya kembali normal krn dampaknya sangat luar biasa bagi warga menanggal lebih dari jam  . stok air sampai habis krn estimasi awal jam dr jam
13887,@pdamsuryasembada butuh brp lama ya normalisasinya?,Netral,Pertanyaan,butuh brp lama ya normalisasinya ? 
13889,"Gayungsari Barat air butek, warna abu-abu 🙏",Negatif,Pernyataan,"gayungsari barat air butek ,  warna abu abu"
13890,Di area Ngagel Jaya Barat padam aliran airnya,Negatif,Pernyataan,di area ngagel jaya barat padam aliran airnya
13891,"@ristyardhini gayungan juga butek bgt airnya, bau dan gatel kena kulit 😮‍💨",Negatif,Pernyataan,"gayungan juga butek bgt airnya ,  bau dan gatel kena kulit"
13892,"Alhamdulillah, terima kasih banyak Pak. 🙏🏻",Positif,Pernyataan,"alhamdulillah ,  terima kasih banyak pak . "
13893,Min kok tambah keruh airnya setelah perbaikan 🫠,Negatif,Pertanyaan,min kok tambah keruh airnya setelah perbaikan
13894,Waduh air kotornya masuk tandon rumah..lumpur smw....,Negatif,Pernyataan,waduh air kotornya masuk tandon rumah  .  lumpur smw  . 
13895,@ristyardhini samaa di daerah menanggal juga keruh 🫠,Negatif,Pernyataan,samaa di daerah menanggal juga keruh
13896,"@pdamsuryasembada semoga saja beneran bermanfaat ya pak, untuk info air di daerah wisma pagesangan masih kecil dan keruh seperti tanah",Negatif,Pernyataan,"semoga saja beneran bermanfaat ya pak ,  untuk info air di daerah wisma pagesangan masih kecil dan keruh seperti tanah"
13897,Selesainya kapan ya min di  cipta menanggal blum nyala,Negatif,Pertanyaan,selesainya kapan ya min di cipta menanggal blum nyala
13898,"@arsitadesi hee podo mbakkk, butek poll",Negatif,Pernyataan,"hee podo mbakkk ,  butek poll"
13901,@pdamsuryasembada estimasi sampe kapan min biasanya air keruh ?,Negatif,Pertanyaan,estimasi sampe kapan min biasanya air keruh  ? 
13904,"@melly.amelia.182 baik bu Melly, apakah malam ini air sudah mengalir kembali? -wo",Positif,Pertanyaan," . amelia .  baik bu melly ,  apakah malam ini air sudah mengalir kembali ?  wo"
13905,@pdamsuryasembada mau tanya daerah gayung sari timur estimasi normalisasi nya sampai berapa lama,Netral,Pertanyaan,mau tanya daerah gayung sari timur estimasi normalisasi nya sampai berapa lama
13906,@pdamsuryasembada ..sudah normal utk aliran airnya tp keruh,Negatif,Pernyataan, .  sudah normal utk aliran airnya tp keruh
13907,"Daerah kapas krampung kenapa gk keluar airnya,  sudah 3minggu gk keluar air sama sekali. Mau bersih2 pun susah, disuruh minta tangki gratis tapi gapunya wadah buat nampung air. Bayar gepernah telat air mati pun tetap ku bayar tagihannya😪",Negatif,Pertanyaan,"daerah kapas krampung kenapa gk keluar airnya ,  sudah minggu gk keluar air sama sekali .  mau bersih pun susah ,  disuruh minta tangki gratis tapi gapunya wadah buat nampung air .  bayar gepernah telat air mati pun tetap ku bayar tagihannya"
13908,"min airnya masih keruh nihh, takut banget buat makeknya.",Negatif,Pernyataan,"min airnya masih keruh nihh ,  takut banget buat makeknya . "
13909,Menanggal airnya pdam kotor,Negatif,Pernyataan,menanggal airnya pdam kotor
13910,Min sampai jam 00.19 air di rusun menanggal belum keluar 😭,Negatif,Pernyataan,min sampai jam  .  air di rusun menanggal belum keluar
13911,Daerah gayungan air sudah lancar tapi masih keruh tidak jernih seperti biasanya.,Negatif,Pernyataan,daerah gayungan air sudah lancar tapi masih keruh tidak jernih seperti biasanya . 
13913,"Kumat maneh, Dukuh Kupang gk metu banyu e 😤",Negatif,Pernyataan,"kumat maneh ,  dukuh kupang gk metu banyu e"
13922,"@pdamsuryasembada sudah ndak min, mantul👏",Netral,Pernyataan,"sudah ndak min ,  mantul"
13924,"@arsitadesi daerah wisma pagesangan juga samaa, air juga kecil",Negatif,Pernyataan,"daerah wisma pagesangan juga samaa ,  air juga kecil"
13925,"@pdamsuryasembada pak, mohon maaf hari ini airnya kok masih keruh sekali ya ? Dan saya lihat galian yang di depan Disnaker itu juga masih belum tertutup",Negatif,Pertanyaan,"pak ,  mohon maaf hari ini airnya kok masih keruh sekali ya  ?  dan saya lihat galian yang di depan disnaker itu juga masih belum tertutup"
13927,@pdamsuryasembada kenapa sampai saat ini air ga mengalir ya di raya wisma pagesangan ? Bukan kan kemarin info sudh selesai perbaikan pipa nya,Negatif,Pertanyaan,kenapa sampai saat ini air ga mengalir ya di raya wisma pagesangan  ?  bukan kan kemarin info sudh selesai perbaikan pipa nya
13929,@ristyardhini sama bu. Sampai skrg @pdamsuryasembada,Negatif,Pernyataan,sama bu .  sampai skrg
13930,"Waduh estimasi jam 12 siang, itu jg msh estimasi",Netral,Pernyataan,"waduh estimasi jam siang ,  itu jg msh estimasi"
13931,Sudah 12 jam lebih dr jam 21,Negatif,Pernyataan,sudah jam lebih dr jam
13932,Ga kurang lama ta pak ?? Gimana ini pak @ericahyadi_  dan @suarasurabayamedia,Netral,Pertanyaan,ga kurang lama ta pak  ?  gimana ini pak dan
13933,"Slsenya jm brp minn??
Masih lama bgt iya.. tlp air tangki juga ad min berapa kk😢😢😢😢😢..",Netral,Pertanyaan,slsenya jm brp minn  ?  masih lama bgt iya  .  tlp air tangki juga ad min berapa kk  . 
13934,Yang terdampak daerah mana aja ya,Netral,Pernyataan,yang terdampak daerah mana aja ya
13935,"Dan ini sudah lama kan pak, saya lihat sudah beberapa minggu galiannya, sampai saya heran, ini kok galian lama tidak diurus",Negatif,Pertanyaan,"dan ini sudah lama kan pak ,  saya lihat sudah beberapa minggu galiannya ,  sampai saya heran ,  ini kok galian lama tidak diurus"
13936,"Sudah lebih dr jam 12, tapi air PDAM belum mengalir juga 😌",Negatif,Pernyataan,"sudah lebih dr jam  ,  tapi air pdam belum mengalir juga"
13939,Udah selesai belum ini ?,Negatif,Pertanyaan,udah selesai belum ini  ? 
13945,Nunggu berapa jam lagi? Udah jam 12 lewat nih. Disuruh estimasi sampe jam berapa lagi?😮‍💨,Netral,Pertanyaan,nunggu berapa jam lagi ?  udah jam lewat nih .  disuruh estimasi sampe jam berapa lagi ? 
13946,Udah lebih jam 12 gimana ini pak @ericahyadi_,Negatif,Pertanyaan,udah lebih jam gimana ini pak
13947,@cilhom02 ..daerah mana kak? Panggil aja buat tetangga2,Netral,Pertanyaan, .  daerah mana kak ?  panggil aja buat tetangga
13949,"Trimakasih atas ilmu, waktu dan kesempatan nya untuk para Sang Inovator 🤗🙏🏻",Positif,Pernyataan,"trimakasih atas ilmu ,  waktu dan kesempatan nya untuk para sang inovator"
13951,@pdamsuryasembada ini air rumah mati tolong cek dm,Negatif,Pernyataan,ini air rumah mati tolong cek dm
13953,Dapat souvenir.. Dan pengarahannya... Bagus.. Semoga memperlancar warga saat pembayaran melalui aplikasi CIS,Positif,Pernyataan,dapat souvenir  .  dan pengarahannya  .  bagus  .  semoga memperlancar warga saat pembayaran melalui aplikasi cis
13957,om febri wkwkkw @wanaaaaw @holif_latifah @dyahnovitaaa @wulanaykh,Netral,Pernyataan,om febri wkwkkw
13960,Daerah Petemon mulai dari jam 4 pagi sampai tengah malam memang tidak mengalir ya? Kira-kira apakah seterusnya seperti ini kondisi alirannya?,Negatif,Pertanyaan,daerah petemon mulai dari jam pagi sampai tengah malam memang tidak mengalir ya ?  kira kira apakah seterusnya seperti ini kondisi alirannya ? 
