comment_text,true_sentiment,type
"@pancering Selamat pagi pak/ Pancering, mohon maaf atas ketidaknyamanannya. Apakah sampai pagi ini airnya belum keluar? Silahkan mengirimkan data pelanggan ke DM kami. Utk respon cepat pengaduan silahkan melalui Aplikasi CIS PDAM. terima kasih -w",Positif,Pertanyaan
"Kumat maneh, Dukuh Kupang gk metu banyu e 😤",Negatif,Pernyataan
"@weiaril Selamat pagi ibu/bp Weiaril, mohon maaf atas ketidaknyamanannya. Utk tindaklanjut air yang masih keruh silahkan CM kami data pelanggannya. Utk respon cepat silahkan mengadu melalui Aplikasi CIS PDAM. -w",Positif,Pernyataan
"@rsamudraaaa Selamat pagi pak Samudraaaa, mohon maaf atas kendala yang dialami. Utk kekeruhan tersebut diakibatkan endapan dalam pipa ikut mengalir krn sebelumnya airnya padam beberapa jam dampak pekerjaan koneksi pipa di Dukuh Menanggal kmrn. Utk aduan air keruh silahkan DM kami data pelanggan dan nomor HPnya utk kami tindaklanjuti ke petugas atau melalui Aplikasi CIS PDAM di fitur pengaduan. Terima kasih -w",Negatif,Pertanyaan
"@si_toothless_ Selamat pagi pak/bu toothless, mohon maaf atas ketidaknyamanannya. Silahkan DM kami data pelanggannya utk kami tindaklanjuti pengaduannya. Apabila membutuhkan bantuan tangki gratis selama gangguan air dapat menghubungi call center pdam di 08001926666 atau melalui Aplikasi CIS PDAM di fitur pengaduan. Terima kasih -w",Positif,Pernyataan
"@sahat3676 selamat siang pak Sahat, mohon maaf atas ketidaknyamanannya. Air keruh tersebut disebabkan adanya endapan2 dalam pipa yg ikut masuk ke aliran air setelah air pdam padam kemarin. Utk tindaklanjut laporan air keruh silahkan mengirimkan data pelanggannya utk kami tindaklanjuti atau melalui Aplikasi CIS PDAM utk respon cepat. Terima kasih -w",Negatif,Pernyataan
"@roytareq selamat siang pak Roy, mohon maaf atas ketidaknyamanan yg dialami. Silahkan DM kami data pelanggannya atau menghubungi call center bebas pulsa di 08001926666 atau melalui Aplikasi CIS PDAM utk respon cepat -w",Positif,Pernyataan
@haryalfatih selamat siang pak Harya apakah airnya saat ini sudah keluar normal kembali? -w,Negatif,Pertanyaan
@arsitadesi selamat siang bu Arsita apakah airnya masih keruh bu? Silahkan DM kami utk data pelanggannya atau mengadu melalui Aplikasi CIS PDAM utk respon cepat. Terima kasih -w,Positif,Pertanyaan
"@kurniadevi97 selamat siang ibu Kurnia devi, mohon maaf atas ketidaknyamanannya. Apakah air masih keruh? -w",Netral,Pertanyaan
"@pdamsuryasembada sudah ndak min, mantul👏",Netral,Pernyataan
@kurniadevi97 Alhamdulillah terima kasih bu Kurnia 🙏👷🏽 -w,Positif,Pernyataan
"@arsitadesi daerah wisma pagesangan juga samaa, air juga kecil",Negatif,Pernyataan
"@pdamsuryasembada pak, mohon maaf hari ini airnya kok masih keruh sekali ya ? Dan saya lihat galian yang di depan Disnaker itu juga masih belum tertutup",Negatif,Pertanyaan
@sabil15089 selamat pagi pak/bu Sabil mohon maaf atas ketidaknyamanannya. Silahkan DM kami data pelanggannya utk kami tindaklanjuti pengaduannya. Terima kasih -w,Positif,Pernyataan
@pdamsuryasembada kenapa sampai saat ini air ga mengalir ya di raya wisma pagesangan ? Bukan kan kemarin info sudh selesai perbaikan pipa nya,Negatif,Pertanyaan
"@jwtputrirahayu selamat siang bu, sudah kami follow up ya bu via DM. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
@ristyardhini sama bu. Sampai skrg @pdamsuryasembada,Negatif,Pernyataan
"Waduh estimasi jam 12 siang, itu jg msh estimasi",Netral,Pernyataan
Sudah 12 jam lebih dr jam 21,Negatif,Pernyataan
Ga kurang lama ta pak ?? Gimana ini pak @ericahyadi_  dan @suarasurabayamedia,Netral,Pertanyaan
"Slsenya jm brp minn??
Masih lama bgt iya.. tlp air tangki juga ad min berapa kk😢😢😢😢😢..",Netral,Pertanyaan
Yang terdampak daerah mana aja ya,Netral,Pernyataan
"Dan ini sudah lama kan pak, saya lihat sudah beberapa minggu galiannya, sampai saya heran, ini kok galian lama tidak diurus",Negatif,Pertanyaan
"Sudah lebih dr jam 12, tapi air PDAM belum mengalir juga 😌",Negatif,Pernyataan
"@dyahnaw selamat siang ibu Dyah/ Palupi Ardi, mohon maaf atas ketidaknyamanan Ibu. Utk galian ini bukanlah galian lama yg tidak terurus krn galian ini utk koneksi rehab pipa di Jl Dukuh Menanggal yang menggunakan metode HDD/Horizontal Directional Drilling. HDD merupakan metode pemasangan pipa bawah tanah dgn cara pengeboran bawah tanah secara horizontal. Utk jangka panjang pekerjaan rehab pipa ini bertujuan utk peningkatan distribusi air di wilayah Dukuh Menanggal, Menanggal, Gayungsari dan sekitarnya. -w",Negatif,Pertanyaan
"@melly.amelia.182 selamat siang mohon maaf atas ketidaknyamanan yg dialami Ibu Melly, saat ini petugas masih berupaya supaya pekerjaan bisa lekas selesai dan aliran air kembali normal ke pelanggan. Apabila membutuhkan bantuan tangki gratis selama air belum keluar dapat menelp ke call center pdam bebas pulsa di 08001926666 atau melalui WA 08123316666, atau via APlikasi CIS PDAM di fitur pengaduan -w",Negatif,Pernyataan
Udah selesai belum ini ?,Negatif,Pertanyaan
"@miebangminul Dukuh Menanggal, Menanggal Peni, Gayungsari Barat, Trans Icon Menanggal, dsk. Mohon maaf atas ketidaknyamanannya -w",Negatif,Pernyataan
"@layli_mommysyifa Selamat siang ibu Layli, mohon maaf atas ketidaknyamanannya. Saat ini petugas masih berupaya utk percepatan penyelesaian pekerjaan koneksi pipa di Dukuh Menanggal. Apabila membutuhkan bantuan tangki gratis dapat menghubungi call center bebas pulsa di 08001926666 atau via Aplikasi CIS PDAM -w",Negatif,Pernyataan
"@dimasgma Selamat siang pak Dimas, mohon maaf atas ketidaknyamanannya. Saat ini petugas masih berupaya utk scepatnya menyelesaikan pekerjaan. Apabila masih belum keluar airnya silahkan telp ke call center pdam bebas pulsa di 08001926666 atau via Aplikasi CIS PDAM yg dpt diunduh di playstore/ appstore -w",Negatif,Pernyataan
@cilhom02 estimasinya +/- pukul 12an siang ini kak. utk pemesanan tangki bisa dibagi2 dgn tetangga kanan kiri kak. 1 tangki kapasitas 4000 liter utk 5-7 KK. -w,Netral,Pernyataan
"@dyahnaw Selamat siang ibu Dyah, mohon maaf atas ketidaknyamanannya. Mudah2an pekerjaan bisa lekas selesai dan air dpt segera mengalir ke rmh ibu dan pelanggan terdampak di Dukuh Menanggal. Mohon support dan doanya. -w",Positif,Pernyataan
Nunggu berapa jam lagi? Udah jam 12 lewat nih. Disuruh estimasi sampe jam berapa lagi?😮‍💨,Netral,Pertanyaan
Udah lebih jam 12 gimana ini pak @ericahyadi_,Negatif,Pertanyaan
@cilhom02 ..daerah mana kak? Panggil aja buat tetangga2,Netral,Pertanyaan
@melly.amelia.182 saat ini pekerjaan perbaikan sudah selesai dan normalisasi aliran ke pelanggan -w,Negatif,Pernyataan
"Trimakasih atas ilmu, waktu dan kesempatan nya untuk para Sang Inovator 🤗🙏🏻",Positif,Pernyataan
@sekolahinovatifjagir dengan senang hati. Selamat bersekolah utk adik2 siswa Muhammadiyah 7 🇲🇨🇲🇨 ☺️🫶🏻 -w,Positif,Pernyataan
@pdamsuryasembada ini air rumah mati tolong cek dm,Negatif,Pernyataan
@nclsx_ baik pak/bu -w,Positif,Pernyataan
Dapat souvenir.. Dan pengarahannya... Bagus.. Semoga memperlancar warga saat pembayaran melalui aplikasi CIS,Positif,Pernyataan
"@dewi.lucika selamat pagi bu Dewi, terima kasih atas apresiasinya. Mudah2an Aplikasi CIS semakin mempermudah pelanggan -w",Positif,Pernyataan
"@poppy_ew Selamat pagi bu Poppy, mohon maaf utk ketidaknyamanannya. Komennya sudah kami respon di postingan sebelumnya ya bu. Mudah2an saat ini air di rumah ibu saat ini sudah mengalir normal. Terima kasih -w",Positif,Pernyataan
"@poppy_ew Selamat pagi bu Poppy, mohon maaf utk ketidaknyamanannya. Komennya sudah kami respon di postingan sebelumnya ya bu. Mudah2an saat ini air di rumah ibu saat ini sudah mengalir normal. Terima kasih -w",Positif,Pernyataan
om febri wkwkkw @wanaaaaw @holif_latifah @dyahnovitaaa @wulanaykh,Netral,Pernyataan
@bungadvi halo mba Bunga.. -w,Negatif,Pernyataan
#Informasi: Siang ini (3/10) pukul 11.30 WIB Pekerjaan Pemeliharaan Kubikel oleh PLN di Rumah Pompa Mbah Ratu SELESAI. Rumah Pompa Mbah Ratu ON kembali. Normalisasi aliran ke pelanggan terdampak. Mohon maaf atas ketidaknyamanannya. -w,Negatif,Pernyataan
Daerah Petemon mulai dari jam 4 pagi sampai tengah malam memang tidak mengalir ya? Kira-kira apakah seterusnya seperti ini kondisi alirannya?,Negatif,Pertanyaan
@pdamsuryasembada daerah Tapsir kena dampaknya! Dari kemaren debit kecil.  Jadi kl malam ngisinya dikit. Makanya saya tidak pernah muji PDAM. Kebanyakan proyek,Negatif,Pernyataan
@p_budi_43 selamat pagi pak Budi mohon maaf atas ketidaknyamanannya. Saat ini di Petemon sedang ada proyek pemasangan saluran drainase yg terkadang berdampak pada pipa pdam. Silahkan DM alamat lengkap dan nomor telpnya utk dicek petugas kami. Respon cepat dapat mengadu melalui Aplikasi CIS PDAM -w,Positif,Pernyataan
@pdamsuryasembada terima kasih,Positif,Pernyataan
@p_budi_43 Siap pak Budi -w,Netral,Pernyataan
@pdamsuryasembada untuk daerah kalijudan juga sama... Aliran air pelan?,Negatif,Pertanyaan
"haloooo petemon uda 2 minggu loh pdam ga sekenceng tahun lalu. tolonglah diupayakan, banyak warga yg mengeluh loh",Negatif,Pernyataan
@p_budi_43 iya nih petemin dari pagi sampe sekarang gak keluar,Negatif,Pernyataan
@pdamsuryasembada sampeee kapan iniiii??? Jgn lama2😮😮😢,Netral,Pertanyaan
"clocks23patal selamat pagi bp/ibu clock, utk wilayah Petemon aliran air terganggu dampak dr pemasangan saluuran drainase. Silahkan telp ke call center 📞 pdam bebas pulsa di 08001926666 atau melalui Aplikasi CIS PDAM utk bantuan tangki gratis. Terima kasih -w",Positif,Pernyataan
"wes sak ulan cok gak mari"" sampek gak cawik aku bos lek mari ngeseng",Negatif,Pernyataan
"kok gak mari"" lapo bos",Negatif,Pertanyaan
gaisok masange a?,Netral,Pertanyaan
kene tak pasangno lek gaisok,Netral,Pernyataan
@antanaaldhi wilayah Petemon atau mana pak Anta? Kl wilayah Petemon saat ini sedang pemasangan saluran drainase. Utk pipa bocor dampak alat berat telah diperbaiki petugas td malam selesai pagi ini. Apakah air masih belum mengalir? -w,Negatif,Pertanyaan
@antanaaldhi pasang apa pak? Utk pipa yg putus krn dampak saluran drainase di Petemon Alhamdulillah tadi malam sudah diperbaiki petugas pak. Mohon maaf atas ketidaknyamanannya 🙏 -w,Positif,Pertanyaan
@pdamsuryasembada sidotopo wetan bos wes ape sak ulan iki,Netral,Pernyataan
@pdamsuryasembada aku saiki lek ngeseng gak cawik bos,Negatif,Pernyataan
@pdamsuryasembada lah wong sidotopo mati wes oleh sak ulan kok beritae lagek 3 hari yang lalu,Negatif,Pertanyaan
"@antanaaldhi baik pak, kami DM tlg direspon utk data pelanggannya. Terima kasih -w",Positif,Pernyataan
"@antanaaldhi selamat siang, utk pemberitahuan ini adalah gangguan air pemadaman RP Mbah Ratu selama 3 jam utk pemeliharaan oleh Petugas PLN dan sudah selesai. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada wes sak ulan kok 3 jam,Netral,Pertanyaan
"@binbinnah013 Selamat pagi pak Binbin, apakah airnya sudah keluar normal? -w",Netral,Pertanyaan
"@binbinnah013 Selamat pagi pak Binbin, mohon maaf atas ketidaknyamanannya. Apakah pagi ini air tidak keluar? utk wilayah Petemon sudah selesai diperbaiki kmrn dampak saluran drainase. Terima kasih -w",Negatif,Pertanyaan
"Tolong, daerah Kramat, Wiyung ini air sudah lama kecil, saya tiap mau mandi harus emosi dulu. Sebelum mati air dulu lancar jaya yang tiap malam deras keluarnya, sekarang malam pun emosi, subuh pun apalagi makin emosi disaat royokan kamar mandi tapi saling tunggu karna air KECIL !",Negatif,Pernyataan
Air di jalan kupang krajan sudah 1 bulan lebih skala air keluar nya mengecil. Tlg kebijakannya dr pdam 🙏🏻,Negatif,Pernyataan
"Ayok gimana ini PDAM kok skrg tambah gak lancar airnya , ada apa yaa? Slalu bikin emosi aja, pdhal dulu lancar"" aja knpa skrg kok sprt ini?",Negatif,Pertanyaan
"@endahw12 selamat malam bu endah, di wilayah mana bu? Silahkan pengaduan melalui telp ke call center pdam bebas pulsa di 08001926666 atau melalui aplikasi CIS PDAM. Terima kasih -w",Positif,Pertanyaan
@pdamsuryasembada saya diwilayah pradah kali kendal tepatnya di kawal,Netral,Pernyataan
"@ida_wachidah48 selamat malam ibu Ida, mohon maaf atas kendala yg dialami. Silahkan pengaduan melalui call center pdam bebas pulsa di 08001926666, WA ke 08123316666 atau melalui Aplikasi CIS PDAM di fitur pengaduan utk respon cepat. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada ada apa sebenarnya PDAM ini? Tadi malam jam 12 malah barusan keluar itupun kecil. Tiap hari bikin emosi,Negatif,Pertanyaan
"@endahw12 Selamat pagi ibu Endah, silahkan DM kami alamat lengkap dan data pelanggannya utk kami tindaklanjuti pengaduannya. Terima kasih dan mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
Min ini petemon 2 hari ga nyala sama sekali airnya tuh kenapa?😡,Negatif,Pertanyaan
"MALAH PANTUN !! HEE MIN TOLONG WILAYAH PETEMON AIR SUDAH MATI 2 HARI, GIMANA SIH KINERJANYA ? MINIMAL KASIH SOLUSI LAH BOS !!😡",Negatif,Pertanyaan
"Air mati udah 2 hari,hidup dirumah kayak di gudang aja ga asa air semua barang2 koyor gabisa dicuci. Jam 12 -jam 1 ngisi air ga full malah mati lagi.",Negatif,Pernyataan
Tlg diperhatikan bekas galian di jln raya jambangan,Negatif,Pernyataan
TOLONG PAKKK PETEMON AIR MATI PAKKK😢😢😢😢,Negatif,Pernyataan
"@cindyy.wds selamat pagi bu Cindy, mohon maaf atas ketidaknyamanannya. Utk area Petemon sedang ada proyek pemasangan saluran drainase. Silahkan ibu telp ke call center pdam bebas pulsa 24 jam utk bantuan tangki gratis sementara atau melalui Aplikasi CIS PDaM di fitur pengaduan. Terima kasih -w",Positif,Pernyataan
@dian_sirajulmunir baik bu/pak Dian terima kasih informasinya segera kami tindaklanjuti. Silahkan mengirimkan nomor telpnya via DM utk melengkapi laporan -w,Positif,Pernyataan
@denysetiawaaan wilayah Petemon tadi malam petugas telahmelaksanakan perbaikan pipa bocor D200mm dampak saluran drainase. Apakah saat ini air masih tidak keluar? Silahkan DM kami alamat dan no telpnya. Utk bantuan tangki gratis selama gangguan air berlangsung silahkan telp ke call center bebas pulsa di 08001926666. Terima kasih -w,Negatif,Pertanyaan
"@andry_sausa selamat pagi bu Andry, mohon maaf atas ketidaknyamanannya. Utk area Petemon sedang ada proyek pemasangan saluran drainase. Utk pipa yg bocor beberapa titik telah diperbaiki petugas pdam. Apakah air masih belum keluar bu? Silahkan ibu telp ke call center pdam bebas pulsa 24 jam utk bantuan tangki gratis sementara atau melalui Aplikasi CIS PDaM di fitur pengaduan. Terima kasih -w",Negatif,Pertanyaan
@larasayukusuma selamat pagi bu Laras. Gangguan air tsb disebabkan sedang ada proses pemasangan saluran drainase yg alat beratnya mengenai pipa pdam. Tadi malam di beberapa titik telah diperbaiki petugas. Apakah air di tmpt ibu belum mengalir? Silahkan telp ke call center pdam bebas pulsa di 08001926666 utk bantuan tangki gratis sementara. Terima kasih -w,Positif,Pertanyaan
HE MIN IKI PETEMON GA OLEH ADUS SEMBARANG KALER TAAA. MATI TERUSS AIRNYA MINNN😢😢,Negatif,Pernyataan
"@cindyy.wds selamat pagi bu Cindy, mohon dibantu alamat lengkap dan nmr telp via DM. Tadi malam sudah diperbaiki petugas area Petemon dampak pemasangan saluran drainase. Apakah airnya masih belum mengalir? -w",Negatif,Pertanyaan
@pdamsuryasembada tlg pak segera ditimdak lanjuti brusan ada yg jatuh loh....masak dioerbaikin jln nya nunggu ada yg celaka....tlg diperhatikan ini pak bekas galianyai,Negatif,Pernyataan
"@dian_sirajulmunir selamat pagi, baik pak segera kami tindaklanjuti. Terima kasih atas laporannya",Positif,Pernyataan
@pdamsuryasembada terimakasih atas perhatian dan tindak lanjutnya ..,Positif,Pernyataan
@dian_sirajulmunir Siap terima kasih atas laporannya pak Dian. -w,Positif,Pernyataan
"Saya ada lapor tapi sampai sekarang orang pdam tidak ada tanggapan jadi kami sampai kesusahan tidak bisa pakai air, keluhan masyarakat dibiarkan terlalu lama",Negatif,Pernyataan
"@babypap_ selamat pagi ibu babypap, mohon maaf atas kendala yg dialami. Wilayah mana bu? Silahkan DM kami data pelanggannya. Utk bantuan tangki gratis selama air masih belum keluar silahkan telp ke call center pdam bebas pulsa di 08001926666 atau melalui Aplikasi CIS PDAM di fitur pengaduan -w",Negatif,Pertanyaan
Pakuwon indah surabaya barat mlm ini kok kecil amat sih percuma bayar bulanan air telat kena denda air malah kecil hadeh2,Negatif,Pertanyaan
"@bellaaristas selamat malam ibu Bella, mohon maaf atas ketidaknyamanannya tadi sempat ada gangguan kelistrikan PLN di IPAM Karangpilang. Saat ini sudah normal kembali. Normalisasi aliran ke pelanggan. Terima kasih -w",Positif,Pernyataan
@pdamsuryasembada ok di tunggu min airnya ga bisa naik ini,Negatif,Pernyataan
@pdamsuryasembada sudah saya dm dan sudah 2 hari lalu saya lapor melalui wa tapi tidak ada petugas yg datang dan tidak ada tanggapan..,Negatif,Pernyataan
"@bellaaristas baik bu Bella, mohon maaf atas ketidaknyamanannya -w",Positif,Pernyataan
@pdamsuryasembada sampe kpn ya blm bisa naik ke lt2 air ny nih😢,Negatif,Pernyataan
"pak dengan hormat air di rumah saya wilayah petemon gg 5 , sudah hampir 1  minggu kuning seperti air sungai😢",Negatif,Pernyataan
wilayah petemon sering air tidak murup😭,Negatif,Pernyataan
PETEMON WOY TOLONG mati terooosss,Negatif,Pernyataan
"AIR MATI BERMINGGU MINGGU!!!!! AIR GRATIS CUKUPNYA DARI MANA??? HARI INI AIR HIDUP JAM 1 MALAM, ITU PUN NGITHIR! NGGAK BISA NANDON AIR!!! DI SINI YANG ADA ORANG TUA SAKIT, BUTUH AIR BANYAK. NGGAK MIKIR TA SOLUSINYA KALO AIR MATI SEHARIAN PENUH GIMANA? CUMAN AIR GRATIS? CUKUP? KALO NGGAK SIAP SOLUSI DENGAN PERBAIKAN BESAR2AN NGGAK USAH PERBAIKAN!!!! MALAH NGREPOTI WONG AKEH!!!!!!!",Negatif,Pertanyaan
Ojok d umek aeeee! Banyuuuu iku,Netral,Pernyataan
"Salah wes gaonok bantuan air, mati tokkkkk!!!",Negatif,Pernyataan
"Wilayah Petemon, pacuankudaaaaa",Netral,Pernyataan
"@heldaaa.s selamat pagi ibu Helda, mohon maaf atas ketidaknyamanannya. Silahkan DM kami data pelanggannya utk kami tindaklanjuti. Utk saat ini Petemon sedang ada proyek pemasangan saluran drainase. Apabila membutuhkan bantuan tangki gratis selama gangguan air dpt menghubungi call center pdam bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
@ranranselv selamat pagi bu Ranran. Mohon maaf atas ketidaknyamanannya. Lokasi dmn air yg tidak keluar? -w,Negatif,Pertanyaan
clocks23patal selamat pagi bp/ibu clocks mohon maaf atas ketidaknyamanannya. Saat ini Petemon sedang ada proyek pemasangan saluran drainase. Utk bantuan tangki gratis selama gangguan air dpt menghubungi call center bebas pulsa di 08001926666 atau melalui Aplikasi CIS di fitur pengaduan. Terima kasih -w,Positif,Pernyataan
SELAMA PROYEK PENGERUKAN BERARTI AIR MATI DONG MIN? BAYANGKAN BERAPA HARI PROYEK ITU AKAN SELESAI,Negatif,Pertanyaan
"@heldaaa.s selamat pagi ibu Helda, mohon maaf atas ketidaknyamanannya. Saat ini Petemon sedang ada proyek pemasangan saluran drainase. Utk bantuan tangki gratis selama gangguan air dpt menghubungi call center bebas pulsa di 08001926666 atau melalui Aplikasi CIS di fitur pengaduan. Terima kasih -w",Positif,Pernyataan
"@dwindahsaputriiii_ selamat pagi bu Dwi, mohon maaf atas kendala yg dialami. Saat ini Petemon sedang ada proyek saluran. Jika membutuhkan bantuan tangki gratis selama gangguan air tidak keluar silahkan menghubungi call center 📞 bebas pulsa di 08001926666 atau melalui Aplikasi CIS PDAM. Terima kasih -w",Negatif,Pernyataan
"@nie_lie19 selamat pagi ibu/bo Nie Lie, mohon maaf atas ketidaknyamanan yg dialami. Silahkan DM kami data pelanggannya atau pengaduan melalui Aplikasi CIS PDAM utk respon cepat. Terima kasih -w",Positif,Pernyataan
Petemon mati maneh air e . Yokpo se ...,Negatif,Pernyataan
"Dengan segini banyaknya yang komplain, mentok dibales komen doang, datengin lah satu satu rumah warganya, lihat sendiri kondisi lapangan",Netral,Pernyataan
@pdamsuryasembada PETEMON,Netral,Pernyataan
"MIN JL PETEMON SUDAH 2 HARI AIR MATI, GIMANA SIH INI KINERJANYA ? 😡😡😡",Negatif,Pertanyaan
"Air dipetomon udah 3 hari mati gmn ne...BOLEH PERBAIKAN TPI DILIAT RUMAH TANGGA YG BUTIH AIR,MASA KITA BELI AIR GALON TERUS 5RB /GALON,SEHARI BISA2  500RB SENDIRI BUAT BELI AIR",Negatif,Pertanyaan
Tlg dong yg bekas galian di jln raya jambangan ini dikembalikan baik lagi jln nya...,Negatif,Pernyataan
@ranranselv betul.. Ini malah SAMPE JAM SEGINI GK NYALA,Negatif,Pernyataan
"sampe jam piro min banyu e area petemon gak murup2 sampe st1 lengket kabeh koraan medak lo min , ndang di urupno min tlg ket isuk iki aku bayat banyu larang lo min 😢",Negatif,Pernyataan
@fadyaaahsr bayar,Negatif,Pernyataan
"@hnd_dekorbalon_surabaya selamat pagi bpk/ibu dekorbalon, mohon maaf atas ketidaknyamanannya. Utk area Petemon saat ini sedang ada proyek pemasangan saluran drainase. Silahkan ibu telp ke call center pdam bebas pulsa 24 jam utk bantuan tangki gratis sementara atau melalui Aplikasi CIS PDAM di fitur pengaduan. Terima kasih -w",Positif,Pernyataan
@ranranselv saya malah 5 hari ini air d manukan mati😔,Negatif,Pernyataan
"@heldaaa.s kmrn malam area petemon pipa bocor dampak pemasangan saluran drainase sudah diperbaiki petugas, apakah airnya saat ini sudah mengalir kembali? -w",Negatif,Pertanyaan
"@ranranselv selamat pagi ibu Ranran, mohon maaf atas ketidaknyamanannya. Utk wilayah Petemon gangguan air kmrn disebabkan ada pipa Pdam terkena alat berat pemasangan saluran drainase. Tadi malam sudah diperbaiki petugas. Apakah saat ini air sudah mengalir kembali? Jika masih belum keluar airnya silahkan telp ke call center bebas pulsa di 08001926666 u/ bantuan tangki gratis atau melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pertanyaan
"@dian_sirajulmunir selamat pagi pak Dian, mohon maaf atas ketidaknyamanannya. Baik segera kami tindaklanjuti -w",Positif,Pernyataan
@pdamsuryasembada air hanya keluar saat tengah  malam saja.. Siang ga pernah ada,Negatif,Pernyataan
"@lian_febian selamat siang, mohon maaf atas ketidaknyamanannya. Silahkan DM kami data pelanggannya. Utk respon cepat pengaduan dpt melalui Aplikasi CIS PDAM. Terima kasih -w",Positif,Pernyataan
"@binbinnah013 selamat siang pak Binbin, wilayah Petemon kmrn malam sudah diperbaiki petugas utk pipa bocornya. Apakah airnya sudah mengalir saat ini? Silahkan DM alamat dan nmr telpnya. Terima kasih -w",Negatif,Pertanyaan
@binbinnah013 Alhamdulillah jika air sudah keluar 🙏 -w,Positif,Pernyataan
"Ini PDAM airnya kok gak lancar seperti dulu yaa? Ada apa? Keluarnya selalu malem"" teruss, respon cuman gtu"" aja, pdhal dulu PDAM lancar"" aja, skrg kalo gak jam 12mlem gak keluar itupun kuecil bangett. Masak ya tiap hari harus melekan air ? Tolong dong diperbaiki sperti dulu lagi",Negatif,Pertanyaan
Kira² sampe jam berapa yaa min? Ini mau nyuci gk bisa 🤦🏻‍♀️,Netral,Pertanyaan
@dianrosita08 waduh kok ngeriii....,Negatif,Pertanyaan
"ayo min mohon kerjasamanya, waktunya aktifitas ini min...",Netral,Pernyataan
"@putra.garasi51 iya mas , naik nya medheni 😂🤦🏻‍♀️ tidak ada surat , tiba² bayar pertama naik , bayar kedua naik , ketiga naik , telp PDAM baru dijelaskan , kalau naik tarif nya ... air nya bersih tidak kotor , debit air nya besar tidak kecil , monggo tidak pa² , retribusi juga dulu 2.500 sekarang 11.000",Negatif,Pernyataan
"Kedungrukem mati juga dong .. gini terus ngerugiin orang .. bayar telat denda, tapi air mati ga ada kompensasi",Negatif,Pernyataan
Kapan selesainya ya ini min? Kami di rumah ada anak2 kecil yg sangat butuh banyak air. Tau sendiri anak2 kalau main kayak gimana kan?,Netral,Pertanyaan
"@dianrosita08 klo kualitas air mah jangan ditanya mbakyu... ngerti dewe kan 😂, untung ae sek iso gae adus😢",Negatif,Pernyataan
Air saya mati min di Kupang gunung,Negatif,Pernyataan
"Min, ini kpn nyalanya ? Katanya -+ 7 jam ini udah lebih tp blm nyala daerah kalibutuh",Negatif,Pertanyaan
Air di Dukuh pakis mati min,Negatif,Pernyataan
Jadinya estimasi berapa jam ini min ?? Sampai sekarang belum keluar airnya 😭😭😭😭,Negatif,Pertanyaan
Katanya kurang lebih 7 jam. Bayangi dari jam 9 malem sampe skrg blm nyala jg. Sampe jam brp min ???,Negatif,Pertanyaan
"@wenykartika30 Selamat pagi bu Weny, mohon maaf atas ketidaknyamanannya. Saat ini masih proses penyelesaian/ finishing pekerjaan. Mudah2an segera selesai. Terima kasih -w",Positif,Pernyataan
"@putriindahmegawati selamat pagi ibu Putri, mohon maaf atas ketidaknyamanannya. Utk Kedung Rukem airnya masih belum keluar krn terdampak pekerjaan koneksi pipa di Jl Diponegoro bu. Mudah2an beberapa jam lagi selesai dan air bisa segera normalisasi. Saat ini masih proses finishing (pengerasan baut2). -w",Negatif,Pertanyaan
Jl Kedung Anyar Buntu dekat Arjuno sudah mati dr pagi😂😢,Negatif,Pernyataan
"@fitri_fondlyanggriawan selamat pagi ibu Fitri, mohon maaf atas ketidaknyamanannya. Mohon maaf atas dampak pekerjaan koneksi pipa di Jl Diponegoro bu. Mudah2an beberapa jam lagi selesai dan air bisa segera normalisasi. Saat ini masih proses finishing (pengerasan baut2). -w",Negatif,Pertanyaan
"@dean_alwi selamat pagi Bp Dean Alwi, mohon maaf atas ketidaknyamanannya. Utk daerah terdampak yg airnya masih belum keluar krn terdampak pekerjaan koneksi pipa di Jl Diponegoro pak. Mudah2an beberapa jam lagi selesai dan air bisa segera normalisasi. Saat ini masih proses finishing (pengerasan baut2). -w",Negatif,Pertanyaan
"@putra.garasi51 Selamat pagi Bp Putra, mohon maaf atas ketidaknyamanannya. Saat ini masih proses penyelesaian pekerjaan (pengerasan baut2) kira2 2 jam lagi selesai dan normalisasi aliran secara bertahap. Apabila membutuhkan bantuant tangki gratis sementara silahkan telp ke call center bebas pulsa di 08001926666. Terima kasih -w",Positif,Pernyataan
"@__11294 Selamat pagi kak, mohon maaf atas ketidaknyamanannya. Saat ini utk pekerjaan koneksi pipa di Jl Diponegoro masih proses kak. Mudah2an beberapa jam lagi selesai dan normalisasi aliran ke rumah kakak. Terima kasih -w",Positif,Pertanyaan
"@larasayukusuma Selamat pagi ibu Laras, mohon maaf atas ketidaknyamanannya. Gangguan air tsb disebabkan di daerah Pacuan Kuda ada pemasangan saluran drainase berdampak pada pipa diameter 200mm dan harus digeser. Saat ini sedang dalam penanganan petugas. Utk bantuan tangki gratis selama proses perbaikan silahkan telp ke call center pdam bebas pulsa di 08001926666 atau melalui Aplikasi CIS. -w",Negatif,Pernyataan
