comment_text;final_data;predicted_aspect;similarity_score
Di aplikasi terlalu ribet untuk menyampaikan keluhan,napa harus upload lg ktp,dena rmh,& bla...bla..bla...,bukannya kita memasukkan nopel aja data kt sudah terbaca,lagian keluhan kok dibatasi ... Aneh,dan 1 lagi saya keberatan dgn adanya admint tt yg gak masuk akal mengalahkan tunggakan saya 3 bulan blm bayar,dan tentang admin tt kok gak ada ya di google,webnya pdam dan lainnya,lalu angka admint tt di dapat darimana sehinggal muncul nominal segitu ????;aplikasi ribet keluhannapa unggah ktpdena rumah blablablabukannya masuk nopel data terbacalagian keluh batas anehdan berat admint tt tidak masuk akal kalah tunggak bayardan admin tt tidak googlewebnya pdam lainnyalalu angka admint tt darimana sehinggal muncul nominal segitu;Meteran (Macet/Bermasalah);0.019333547187218813
Mohon info kalau pengaduan karena kena pinalty kemana;mohon informasi adu kena penalti;Pelayanan;0.13336671416381546
Keren bgt :clapping_hands::clapping_hands::fire::fire:;keren banget;Air Kotor/Bau;0.0
Kerennn;keren;Air Kotor/Bau;0.0
Air didaerah saya khususnya dukuh pakis kecil sekali bahkan sering tidak mengalir tlng ditinjau;air daerah dukuh pakis kecil tidak alir tinjau;Air Tidak Mengalir;0.15259557521329187
Halo daerah jl Tapak Siring debit airnya mengecil . Shg tidak bisa naik.;halo daerah jalan tapak siring debit air kecil tidak;Air Tidak Mengalir;0.1894905016444749
Pak tolong disosialisasikan sebenarnya visi dan misi PDAM itu apa,coba cek target tahun 2025 apa, kalau saya sebagai warga Surabaya punya harapan, PDAM bisa menyala 24 jam tanpa pompa air dan sampai lantai 2 untuk seluruh warga Surabaya,jangan seperti skrng, perumahan digunung anyar bisa nyala 24 tanpa pompa air, sementara disetro baru Utara 1 tetap harus pake pompa air, padahal kita tahu dari dulu kecamatan Tambaksari adalah kawasan yang memiliki kemiskinan paling tinggi, kalau mau bantu ya dulukan jangan perumahan2 yg besar2 yg malah didahulukan...kapan PDAM bisa memenuhi target itu, saya siap membantu menganalisa tanpa dibayar,tolong hubungi saya di 085105106804,terima kasih;sosialisasi visi misi pdam apacoba cek target warga surabaya harap pdam nyala jam pompa air lantai warga surabayajangan rumah gunung anyar pompa air disetro utara pakai pompa air camat tambaksari kawasan milik miskin paling bantu dulukan rumah didahulukankapan pdam penuh target menganalisa dibayartolong hubung terima kasih;Air Kotor/Bau;0.0
Selamat hari bumi:globe_showing_Europe-Africa:;selamat bumiglobeshowingeurope africa;Air Kotor/Bau;0.0
Health talk ini kemarin khusus wanita ya min?;health talk wanita admin;Air Kotor/Bau;0.0
Keren bgt Srikandi Surya Sembada :smiling_face_with_heart-eyes::clapping_hands:;keren banget srikandi surya sembada;Air Kotor/Bau;0.0
Menyala sista @denikurniawatii :fire::fire::fire:;nyala saudara;Air Kotor/Bau;0.0
mantap srikandi pdam surabaya:red_heart:;mantap srikandi pdam surabaya;Air Kotor/Bau;0.0
keren bu deni, pak sugeng:fire::fire::fire:;keren bu den sugeng;Air Kotor/Bau;0.0
Selamat hari Kartini :smiling_face_with_open_hands:;selamat kartini;Air Kotor/Bau;0.0
My deepest admiration for all my Kartinis out there :hand_with_index_finger_and_thumb_crossed::fire::fire::fire:;my deepest admiration for all my kartinis out there;Air Kotor/Bau;0.0
Terbaik ancene @denikurniawatii :fire:;baik memang;Air Kotor/Bau;0.0
Terima kasih :folded_hands:;terima kasih;Air Kotor/Bau;0.0
Apakah Gunung Anyar termasuk?;gunung anyar;Air Kotor/Bau;0.0
call centre ngak bisa di telp?;call centre ngga telepon;Air Kotor/Bau;0.0
Semangat!! :fire::clapping_hands:;semangat;Air Kotor/Bau;0.0
semangat terus mimin buat kontennya:smiling_face_with_heart-eyes::fire:;semangat admin konten;Air Kotor/Bau;0.0
Kalilom Lor indah DELIMA 3hari ini (mli selasa 15 april)mli pukul 06.00-09.00 baru mengalir airnya;kalilom lor indah delima mli aprilmli alir air;Air Tidak Mengalir;0.059448115262748354
Sampe jam berapa ya;jam;Air Kotor/Bau;0.0
Sampe berapa jam ini pemadaman nya?;jam padam nya;Air Kotor/Bau;0.0
Sampai hari ini sabtu tgl 19 , air di daerah manukan mati tidak menyala.  Klu pun nyala hanya kecil banget, banyakan matinya. Kapan ini nyala normal kembali. Tolong di pantau daerah manukan belum normal;tanggal air daerah manuk mati tidak nyala klu kecil banyak mati normal pantau daerah manuk normal;Air Tidak Mengalir;0.03822242578190971
Owh pantes kok gak keluar ini tadi nyalain air....;pantas tidak keluar nyala air;Kebocoran;0.11165973313678712
min, sambikerep mati airnya kok gk ada pemberitahuan. pagi2 pula wktunya masak,sekolah,kerja :disappointed_face:;admin sambikerep mati air ga pemberitahuan pagi wktunya masaksekolahkerja;Pelayanan;0.10393195053549427
Telat nyimak...coba tau drtd dah Menuhin air min:pensive_face:;lambat nyimak coba dari tadi deh isi air admin;Air Kotor/Bau;0.0
Semangat:fire:;semangat;Air Kotor/Bau;0.0
Sukses wong ayu sayang:smiling_face_with_heart-eyes:Humas semakin keren :red_heart::smiling_face_with_heart-eyes:;sukses cantik humas keren;Air Kotor/Bau;0.0
Semangat....PDAM Surya Sembada Surabaya;pdam surya sembada surabaya;Air Kotor/Bau;0.0
Semangat Pak;semangat;Air Kotor/Bau;0.0
barokallah teman2, semangat sehat selalu;barokallah teman semangat sehat;Air Kotor/Bau;0.0
jadi kapan nyala air nya??? bak mandi dah kosong;air nya bak mandi deh kosong;Air Kotor/Bau;0.0
Gimana per sore ini kakak?;sore kakak;Air Kotor/Bau;0.0
Lek mari nggali iku di dandani seng nggenah min, isuk iki akeh korban tibo, gara² nutup mu mek nggae lemah, nggarai dalane lunyu:raising_hands:;mari nggali iku dandan seng nggenah admin isuk akeh korban tibo gara nutup mu mek nggae lemah nggarai dalane lunyu;Air Kotor/Bau;0.0
update progres kira kira selesai hari ini ga ya;update progres kira kira selesai ga;Air Kotor/Bau;0.0
Kapan yaa seleaainya airnya loo udah gak ada samsek di rumah;selesai air loh tidak sama sekali rumah;Meteran (Macet/Bermasalah);0.03577372386175298
Tlfon cs ga bisa, wa cs ga ada respon... Sampai skrg air blm keluarrrrrrrrr;tlfon layan langgan ga whatsapp layan langgan ga respon air keluar;Pelayanan;0.17677566491472008
duh gk ada air:crying_face:;aduh ga air;Air Kotor/Bau;0.0
Sampe sekarang masih belum nyala juga untuk area Rungkut permai :clapping_hands:;area rungkut permai;Air Kotor/Bau;0.0
Bu dijalan Kupang gunung barat IV,ada kebocoran pipa,sudah hampir 2 Minggu nggak ada tindakan;bu jalan kupang gunung barat ivada bocor pipasudah hampir tidak tindak;Kebocoran;0.09800354904825985
Air bak mandi habis ... Kapan ya selesai ?;air bak mandi habis selesai;Air Kotor/Bau;0.0
Sampe hari ini masih mati pdam saya di gunung anyar sawah dekat sekolah pelayaran;mati pdam gunung anyar sawah sekolah layar;Air Kotor/Bau;0.0
Ayo semangat Pak  pekerja, airnya biar cepat keluar...;ayo semangat kerja air biar cepat keluar;Kebocoran;0.08217980506050632
Min update per sore ini gimana min? @pdamsuryasembada;admin update sore admin;Air Kotor/Bau;0.0
Ayo kpn nyala gunung anyar;ayo gunung anyar;Air Kotor/Bau;0.0
TOLONG BU @y4n_tweet SURUH @glen_probity SURUH BAYAR HUTANGNYA… BURONAN PINJOL TU DIA;bu suruh suruh bayar hutang buron pinjol;Harga;0.05269268489925915
Rumah kegiatan anak yatim *Amanah ummat* (Umi Barokah)  Jl. Mastrip Warugunung  11, rt 02, rw 03, Warugunung, karangpilang, Surabaya dan uang bs dtansfer ke:  No BRI 313201008621535 a/n Nur Barokah, konfirmasi wa: 08159939953;rumah anak yatim amanah ummat umi barokah jalan mastrip warugunung rw warugunung karangpilang surabaya uang dtansfer bri an nur barokah konfirmasi whatsapp;Pelayanan;0.04628465145091406
Ada forum komunikasi pelanggan @pdamsuryasembada ya min?;forum komunikasi langgan admin;Air Kotor/Bau;0.0
Sampai sekarang belum nyala airnya min.. :crying_face:;air admin;Air Kotor/Bau;0.0
Apa masih belum selesai minn krn belum nyala sampe sekarang:crying_face:;selesai minn;Air Kotor/Bau;0.0
Gunung anyar belum nyala min;gunung anyar admin;Air Kotor/Bau;0.0
Aku gak mandi hari ini di gunung anyar tengah mati total;tidak mandi gunung anyar mati total;Meteran (Macet/Bermasalah);0.03879178971695271
Nice info! :clapping_hands:;bagus informasi;Air Kotor/Bau;0.0
Smoga pekerjaannya cepat selesai ya min :palms_up_together:;moga kerja cepat selesai admin;Air Kotor/Bau;0.0
min aku lg bangun rumah di sby utara (bukan yg kampung padat penduduk). mau masang PDAM dibilang gk bisa masuk rumahku PDAM nya. bisa masuk disuruh bayar 23JUTA. tolong bantuannya. padahal kanan kiti, bahkan kakak ku uda lama disitu ya pakek PDAM bisa.;admin bangun rumah surabaya utara bukan kampung padat duduk masang pdam bilang ga masuk rumah pdam nya masuk suruh bayar juta bantu kanan kit kakak ku uda situ pakek pdam;Harga;0.027745649482221017
Siwalankerto gak metu banyune;siwalankerto tidak keluar air;Kebocoran;0.1360954476650029
Didepan rumah ada kebocoran pipa,sampai airnya keluar terus,sudah dilaporkan diiyain aja,,terus laporan lagi Sama orang yang biasanya ngecek meteran dari rumah ke rumah,tetap aja TDK ada tindakan udah hari ketiga setelah difoto sama orang PDAMnya sendiri tapi belum ada tindakan;depan rumah bocor pipasampai air keluar terussudah lapor diiyain ajaterus lapor ngecek meter rumah rumahtetap tidak tindak foto pdamnya tindak;Kebocoran;0.10896526012050589
Di keii nomer disuruh wa malah gak ada respon;kasih nomor suruh whatsapp tidak respon;Pelayanan;0.27712504845336017
Gak onok respone blass;tidak responnya sama sekali;Meteran (Macet/Bermasalah);0.039349631004130366
Min sampai sekarang belum selesai kah? Aku daerah gununganyar airnya mati;admin selesai daerah gununganyar air mati;Air Kotor/Bau;0.0
ijin infonya apa perbaikan di gunung anyar apa sdh normalisasi? seandainya sdh air ny koq blm lancar jg td mlm sdh keluar itupun hanya beberapa jam saja dan pagi ini sama sekali macet kita nunggu sampai kapan air bisa normal;ijin info baik gunung anyar normalisasi anda air nya lancar malam keluar itu pun jam pagi macet nunggu air normal;Air Tidak Mengalir;0.21146041838985116
Respone gak masuk;responnya tidak masuk;Meteran (Macet/Bermasalah);0.04846781965413421
Gada aer;gaada air;Air Kotor/Bau;0.0
Pantes sejak kemarin airnya gk keluar sampek bingung arep adus karo ngiseng tibak e enek kebocoran;pantas air ga keluar bingung mandi berak nya bocor;Kebocoran;0.19456029364395055
Debit air kok mengecil di Sidosermo, cuman netes ?;debit air kecil sidosermo cuman netes;Air Tidak Mengalir;0.19902905133715254
Udh bbrp hari ini lho debit air sidosermo pdk 1A kecil.. Kurasa udh 3 bulan kebelakang ini mengecil lamax tambah kecil.. Tolong donk klo laporan langsung ditindaklanjuti..;loh debit air sidosermo pdk a kecil rasa belakang kecil lama lama kecil lapor ditindaklanjuti;Air Tidak Mengalir;0.178649265841885
Adu Ketika lebaran air di jam 16.13 WIB itu lancar ya.  Tp skg mulai lagi. Keluarnya sedikit sekali. Debitnya mengecil. Daerah Tapak Siring.;adu lebaran air jam lancar keluar debit kecil daerah tapak siring;Air Tidak Mengalir;0.21550298623674924
@pdamsuryasembada gerak cepat juga donk, mengatasi keluhan tagihan yang melonjak tiba-tiba padahal tiap pagi air pdam pasti mati tidak keluar sama sekali mulai jam 06.00 sampai 12 siang baru nyala namun itu pun kecil debitnya dan jam 15.00 mati lagi sampa;gerak cepat atas keluh tagih lonjak pagi air pdam mati tidak keluar jam siang kecil debit jam mati sampa;Air Tidak Mengalir;0.1588616214224561
halo min di area kedurus dan sekitarnya kok airnya mati total ya? apakah ada gangguan pekerjaan?;halo admin area kedurus air mati total ganggu kerja;Air Kotor/Bau;0.0
Min kenapa udah 4harian kok air tidak bisa naek ke torn atas ya? Apakah lg ada perbaikan kayak kapan hari?;admin hari air tidak torrent baik kayak;Meteran (Macet/Bermasalah);0.03492560168072921
Min daerah mojo gak dialiri air ta? Kok gada air mengalir;admin daerah mojo tidak alir air ta gaada air alir;Air Tidak Mengalir;0.13617164029342343
Ditindak lanjuti ya daripada saya datangi kantornya :fire::fire::fire:;tindak lanjut datang kantor;Pelayanan;0.3558706495211871
Min s;admin s;Air Kotor/Bau;0.0
Siwalankerto gak metu blass;siwalankerto tidak keluar sama sekali;Kebocoran;0.0962280329063845
Masya Allah Tabarakallah. Selamat menunaikan Ibadah Umroh semoga Allah melindungi dan perjalanannya lancar:folded_hands_medium_skin_tone::palms_up_together:;masya allah tabarakallah selamat tunai ibadah umroh moga allah lindung jalan lancar;Air Kotor/Bau;0.0
ini daerah sidotopo kok air tidak eluar sudah 2 hari dirumah saya telpo cs dan lapor di cis gak ada respon sampi sekarang payah!;daerah sidotopo air tidak keluar rumah telepon layan langgan lapor cis tidak respon payah;Pelayanan;0.10009073726617979
Ini sidosermo pdk 1A kok airnya ditempat saya mengecil ya kak;sidosermo pdk a air tempat kecil kak;Air Tidak Mengalir;0.07316088601217537
Ini daerah dinoyo kok mati airnya ?;daerah dinoyo mati air;Air Kotor/Bau;0.0
Subhanallah, kapan yo aq iso oleh koyo iku;subhanallah koyo iku;Air Kotor/Bau;0.0
Kapan pengundian nya min @pdamsuryasembada ?;undi nya admin;Air Kotor/Bau;0.0
Mau tanya.pengajuan pemasangan tgl 19 maret sudah disurvey.tapi sampai sekarang tidak ada kejelasan,dipasang kapan nya.;tanyapengajuan pasang tanggal maret disurveytapi tidak kejelasandipasang nya;Pemasangan;0.11086649119047817
Aku pasang gak di pasang pasang sampek skrg;pasang tidak pasang pasang;Pemasangan;0.3605562497190274
pernah diposisi ini, semoga seluruh petugas yg masih bekerja di hari raya diberikan kesehatan, kelancaran pekerjaannya dan bisa segera kembali berkumpul bersama keluarga.. minal aidzin walfaizin :clapping_hands:;posisi moga tugas raya beri sehat lancar kerja kumpul keluarga mal aidzin walfaizin;Air Kotor/Bau;0.0
pak bu ini saya udh telfon berkali kali sibuk terus, sampai wa jg ga ada respon gimana ini;bu telepon kali sibuk whatsapp ga respon;Pelayanan;0.23948843372580653
baik bapak/ibu untuk pergantian Stop Kran dikenakan biaya Rp. 197.580,- Pembayaran di Indomaret (Tagihan PDAM Non Air) / Aplikasi GoJek (Go-Tagihan, PDAM Surabaya Non Air) Kode bayar : 2120250400130 Jangka Waktu Pekerjaan -+ 7 hari dari pembayaran terimakasih;bapakibu ganti stop keran kena biaya rp bayar indomaret tagih pdam non air aplikasi gojek go tagih pdam surabaya non air kode bayar jangka kerja bayar terimakasih;Harga;0.20946499021197273
Minal aidzin Wal Faidzin mohon maaf lahir dan batin.. selamat lebaran ketupat:smiling_face_with_heart-eyes:;mal aidzin wal faidzin mohon maaf lahir batin selamat lebaran ketupat;Air Kotor/Bau;0.0
lahhh saya sudah buat laporan tapi belum ada tindakan sampek sekarang:crying_face:;lapor tindak;Pelayanan;0.22192891608422075
Tolong area kapas madya baru dong min..mau juga di cek kebocoran.Soalnya tagihan pam tinggi banget,pernah pengaduan ke pdam tpi disuruh bongkar semua saluran pipa:crying_face:;area kapas madya minmau cek kebocoransoalnya tagih pam bangetpernah adu pdam suruh bongkar salur pipa;Kebocoran;0.09259217440335848
Lontar kapan min??;lontar admin;Air Kotor/Bau;0.0
Semangat bagi para petugas piket , kalian luar biasa :clapping_hands::clapping_hands::clapping_hands::crying_face:;semangat tugas piket;Air Kotor/Bau;0.0
Tagihan bulan maret kok naik kenapa ya Min?;tagih maret admin;Harga;0.15549371888710714
Air PDAM nya skarang kok bau pemutih ya;air pdam nya bau putih;Air Kotor/Bau;0.23081459545586056
Tagihan bengkak..karna ada perbedaan golongan tarif. Ukuran tanah+rumah+lebar gang sama..tp golonongan tarif berbeda. Sudah komplain,ditangani ..disurvey lokasi..tp tetap ga bs rubah golongan. Alasan..listrik katay 1300..padhal..dr mulai pasang listrik smp skrg,,dr PLN listriky 900(bukti pembayaran rekening listrik). Komplain lsg ke cs di ksntor pdam,, tp tetap ga bs kasih pnjelasan,knp gol tarif pdam saya beda dg rmh2 sblh. Akhiry di ajak ke ruangan,,ktm sm pimpinany. Dr pimpinan di cek..jg ga bs ksih pnjelsan. Ujung2 nya..katay ini dr sistem..pengkinian data ato apa. Yg katay nnt akan sm sma dg tarif golongan pdam saya. Cm saya heran,,knp dr 2017...cm rmh saya yg kena pengkinian dara,,sdg lainy tdk. Tlg mgkin ada yg bs bntu jwb:folded_hands:;tagih bengkak karena beda golong tarif ukur tanah rumah lebar gang sama tapi golonongan tarif beda komplain tangan di suvey lokasi tapi ga rubah golong alas listrik kata padahal dari pasang listrik sekarang dari pln listrik bukti bayar rekening listrik komplain layan langgan kantor pdam ga kasih pnjelasanknp golong tarif pdam beda rumah belah ajak ruang ketemu pimpin pimpin cek juga ga kasih jelas ujung kata sistem kini data kata tarif golong pdam heran kenapa rumah kena kini tidak mungkin bantu jawab;Harga;0.1526014967681664
Semangat pejuang jogo banyu PAM surabaya,,,,:fire::fire::fire::fire::fire::fire::fire: mungkin petugas operator tdk mampu bersilaturahmi ke keluarga, tp air yg panjenengan produksi sudah bersilaturahmi ke seluruh warga surabaya:clapping_hands::clapping_hands::clapping_hands: sehat selalu bapak2....:red_heart::red_heart::red_heart::raising_hands::raising_hands:;semangat juang jogo air pam surabaya mungkin tugas operator tidak silaturahmi keluarga air panjenengan produksi silaturahmi warga surabaya sehat;Meteran (Macet/Bermasalah);0.01591424636585359
Masya allah tabarakallah :face_holding_back_tears::folded_hands: sehat slalu bapak2 PAM Surya Sembada;masya allah tabarakallah sehat pam surya sembada;Air Kotor/Bau;0.0
Selamat bertugas kawan2 yg sedang piket jaga, kalian luar biasa :clapping_hands::clapping_hands::clapping_hands:;selamat tugas kawan piket jaga;Air Kotor/Bau;0.0
SEMANGAT SOBAT LEDENG :red_heart::raising_hands: WOPYU;semangat sobat pam love you;Air Kotor/Bau;0.0
Mengorbankan waktu berharga bersama keluarga demi memastikan kebutuhan air bersih masyarakat tetap terpenuhi. Terima kasih atas pengorbanan dan kerja keras bapak2 petugas sekalian. Semoga kebaikan ini membawa berkah berlimpah bagi bapak2 petugas  dan keluarga. Selamat Idul Fitri, mohon maaf lahir dan batin. :folded_hands::droplet:;korban harga keluarga butuh air bersih masyarakat penuh terima kasih korban kerja keras tugas moga baik berkah limpah tugas keluarga selamat idul fitri mohon maaf lahir batin;Air Kotor/Bau;0.0
Pernah diposisi ini, semoga seluruh petugas yg masih bekerja di hari raya diberikan kesehatan, kelancaran pekerjaannya dan bisa segera kembali berkumpul bersama keluarga.. minal aidzin walfaizin :clapping_hands:;posisi moga tugas raya beri sehat lancar kerja kumpul keluarga mal aidzin walfaizin;Air Kotor/Bau;0.0
Keren sekali :clapping_hands:;keren;Air Kotor/Bau;0.0
Masha Allah luar biasa, Semoga sehat selalu :folded_hands_light_skin_tone:;masha allah moga sehat foldedhandslightskintone;Air Kotor/Bau;0.0
semangat para pejuang:fire:;semangat juang;Air Kotor/Bau;0.0
Semangat semoga diberikan kesehatan dan berkah buat keluarga:red_heart:;semangat moga beri sehat berkah keluarga;Air Kotor/Bau;0.0
:fire::fire::fire:tetap semangat kawan2 Satria Surya Sembada … Semoga Alloh SWT senantiasa melindungi dan menjaga keluarga kita Amin Yaa Robbal’alamiin;semangat kawan satria surya sembada moga allah swt senantiasa lindung jaga keluarga amin robbalalamiin;Air Kotor/Bau;0.0
Selamat bertugas kawan-kawan:slightly_smiling_face: semoga diberikan kesehatan dan keberkahan...semangat:fire:;selamat tugas kawan kawan moga beri sehat berkah semangat;Air Kotor/Bau;0.0
Kalau saya tutur tinular, angling dharmo sama Misteri gunung merapi dengan artis2nya genta buananya. Sampai saat ini kalau lihat kilasan2 film trsbut jd pasti penuh memori....:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;tular angling dharmo misteri gunung rapi artis genta buana lihat kilas film trsbut penuh memorismilingfacewithheart;Air Kotor/Bau;0.0
Selamat Hari Film Nasional :sparkles::bouquet:;selamat film nasional;Air Kotor/Bau;0.0
Karya masterpiece para novelis diubah jadi film g prnh gagal,, :clapping_hands:;karya masterpiece novelis ubah film ga gagal;Air Kotor/Bau;0.0
Ayo dong Min buat undian CIS dg hadiah tiket nonton film terbaru bersama bestie. :smiling_face_with_heart-eyes:;ayo admin undi cis hadiah tiket nonton film baru sahabat;Air Kotor/Bau;0.0
Mas adam : Buk buk ibuuuuukkkkk :rolling_on_the_floor_laughing:;mas adam ibu ibu ibu;Air Kotor/Bau;0.0
Mimin selalu keren:fire::fire:;admin keren;Air Kotor/Bau;0.0
Indra said : sesuai genre hidup saya :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;indra said genre;Air Kotor/Bau;0.0
Kesukaan @deny.eka.pratama @agusharyadi10 @robby.achmadi69 @andikahadi_  IPAR ADALAH MAUT :fire::fire::fire:;suka ekapratama achmadi ipar maut;Air Kotor/Bau;0.0
@widyarigga sdh bs d tebak judul film nya... :face_with_tears_of_joy::face_with_tears_of_joy:;tebak judul film nya;Air Kotor/Bau;0.0
Banjarsari, cerme 3 hari pdam mati;banjarsari cerme pdam mati;Air Kotor/Bau;0.0
Masya Allah :palms_up_together::sparkles:;masya allah;Air Kotor/Bau;0.0
Masya allah tabarakallah :red_heart::clapping_hands::raising_hands:;masya allah tabarakallah;Air Kotor/Bau;0.0
Pdam tolong ya perumahan kencana residence kalilom lor indah,klo siang airnya tdk pernah nyala,malam nyala di atas jam 9 tp ini tdk nyala,gimana mau kerjaa,saya sdh tahan2 dr lama ini;pdam rumah kencana residence kalilom lor indahklo siang air tidak nyalamalam jam tidak nyalagimana kerjaasaya tahan;Meteran (Macet/Bermasalah);0.037049610915222624
Selamat liburan minn:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;selamat libur;Air Kotor/Bau;0.0
Enaknyaa;enak;Air Kotor/Bau;0.0
Kapan min air di Gunung sari hidup...? Udah 7 jam ini matinya :crying_face:;admin air gunung sari jam mati;Air Kotor/Bau;0.0
Tidak ad info ,air pdam mati area sawunggaling min;tidak informasi air pdam mati area sawunggaling admin;Meteran (Macet/Bermasalah);0.038492757101449795
Seger nih;segar;Air Kotor/Bau;0.0
Min, wiyung gg 1 airnya kok mati ya?;admin wiyung gang air mati;Air Kotor/Bau;0.0
Info yg bermanfaat :fire:;informasi manfaat;Air Kotor/Bau;0.0
Min area kodam air nya kok mati?  Tidak ada info pemberitahuan;admin area kodam air nya mati tidak informasi pemberitahuan;Pelayanan;0.1291090622178224
Mohon bantuannya untuk pembatalan pengaduan PDAM karena sudah teratasi bagaimana ya :folded_hands:;mohon bantu batal adu pdam atas;Pelayanan;0.11985913534863281
Halo min Gunungsari 2 airnya mati dan tdk ada info pemberitahuan. Tolong dinyalakan kembali plis, sdh pengaduan via WA juga;halo admin gunungsari air mati tidak informasi pemberitahuan nyala plis adu via whatsapp;Pelayanan;0.27173678422208053
gimana ini air mati kok gk ada pemberitahuan sama sekali;air mati ga pemberitahuan;Pelayanan;0.21715680913315413
min kok gaonok pemberitahuan kodam mati total;admin gaada pemberitahuan kodam mati total;Pelayanan;0.1254119882715841
Min, kodam mati min airnya min.... bisa2nya bikin gebrakan tanpa pemberitahuan;admin kodam mati admin air admin bisa bikin gebrak pemberitahuan;Pelayanan;0.09223488864366076
Mohon berkenan buka DM saya :folded_hands:@pdamsuryasembada;mohon kenan buka pesan;Air Kotor/Bau;0.0
@pdamsuryasembada Ini kenapa air mati total ya. Tidak ada info dan penjelasan dari PDAM sebelumnya.;air mati total tidak informasi jelas pdam;Meteran (Macet/Bermasalah);0.040853285443791146
Pak air di pulosari mati, kok tidak ada pemberitahuan ya?;air pulosari mati tidak pemberitahuan;Pelayanan;0.157356384206457
Mau tanya harga 1m kubik pdam surabaya brp y?;harga m kubik pdam surabaya;Air Kotor/Bau;0.0
Pak air di kodam mati,kate sholat bingung g onok banyu;air kodam matikate sholat bingung ga air;Air Kotor/Bau;0.0
Pak air daerah gunungsari mati. Sampek kapan ya?;air daerah gunungsari mati;Air Kotor/Bau;0.0
Min klo udah download apk CIS, tp lupa ga catat meteran mandiri gmn ya?;admin download aplikasi cis lupa ga catat meter mandiri;Meteran (Macet/Bermasalah);0.041801500174475065
So far bad experience, air mati sebelum masuk meteran tetapi tidak ada penanganan yang baik dari pihak PDAM, pelaporan hanya cmn bertugas melapor tanpa ada konfirmasi pengerjaan yg jelas, laporan setelah tinjau pun tidak akurat, kacau;so far bad experience air mati masuk meter tidak tangan pdam lapor cuman tugas lapor konfirmasi kerja lapor tinjau tidak akurat kacau;Meteran (Macet/Bermasalah);0.05622986279748335
Daerah lontar pakuwon 2hari air mati terus bisa nyala waktu malem doang, gimana nih?;daerah lontar pakuwon air mati malam doang;Air Kotor/Bau;0.0
Halo, saya sudah mengajukan pengaduan karena air PDAM mati lewat WA, Web, dan DM. Tolong segera ditanggapi ya. Terimaksih;halo aju adu air pdam mati whatsapp web pesan tanggap terimaksih;Pelayanan;0.3013929010492128
TOLONG YA! JAMAN UDAH CANGGIH. KENAPA SIH HARUS ADA PETUGAS CEK METERAN PDAM? MANA MAIN MASUK PAGAR, PADAHAL PAGAR UDAH DI GRENDEL. TOLONG PETUGAS YG DI DAERAH GADING ITU.;jaman canggih sih tugas cek meter pdam main masuk pagar pagar grendel tugas daerah gading;Meteran (Macet/Bermasalah);0.028173628053598902
Pdam mati jm 3 kok ga ada pemberitahuan:woman_facepalming::woman_facepalming:;pdam mati jm ga pemberitahuan;Pelayanan;0.1499824880574603
Pak, saya DM laporan kebocoran pipa pdam di jalan. Mohon ditindaklanjuti.;pesan lapor bocor pipa pdam jalan mohon ditindaklanjuti;Kebocoran;0.2919790015207074
@pdamsuryasembada nyalain airnya min , air mati tanpa pemberitahuan, menghambat aktifitas pagi aja :crying_face:;nyala air admin air mati pemberitahuan hambat aktivitas pagi;Pelayanan;0.11391883607527543
Keren banget videonya :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:;keren video;Air Kotor/Bau;0.0
luarr biasa, semoga PDAM jaya selalu:fire:;luarr moga pdam jaya;Air Kotor/Bau;0.0
Luar biasa hebat:star-struck:;hebatstar struck;Air Kotor/Bau;0.0
Daerah kapas lor kecamatan kapas madya baru seharian gak keluar airnya min ini gimana ?;daerah kapas lor camat kapas madya hari tidak keluar air admin;Kebocoran;0.05891416210962658
informatif sekali videonya :smiling_face_with_heart-eyes:;informatif video;Air Kotor/Bau;0.0
PDAM Kebraon kumat maneh iki lhoo. Gatau nggawe pengumuman blasss. Heran;pdam kebraon kambuh loh ga pernah pakai umum sama sekali heran;Air Kotor/Bau;0.0
ok punya:fire:;ok;Air Kotor/Bau;0.0
Menyala min :fire::fire::fire:;nyala admin;Air Kotor/Bau;0.0
Kebraon PDAM mati min;kebraon pdam mati admin;Air Kotor/Bau;0.0
Ga bisa bayar online;ga bayar online;Harga;0.10377552382665813
Top :red_heart:;top;Air Kotor/Bau;0.0
Wah maaf Pak, TPP PPPK NAKES SURABAYA KOK BELUM ADA KEJELASAN, KATANYA NAIK 50% :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:;maaf tpp pppk nakes surabaya jelas kata;Air Kotor/Bau;0.0
Dijojoran pdamx kalau sama yg pakai sanyoo,,,dirumah klre lak malam aja air pdamx;dijojoran pdamx pakai sanyoodirumah klre malam air pdamx;Air Kotor/Bau;0.0
Assalamualaikum salam Nusantara moga umur panjang ya dan bermanfaat bagi masyarakat ya;assalamualaikum salam nusantara moga umur panjang manfaat masyarakat;Air Kotor/Bau;0.0
Banyune butek didaerah tempel Sukorejo IV....pak;air keruh daerah tempel sukorejo iv pak;Air Kotor/Bau;0.08626184487602201
