comment_id,comment_text,segmented_text,true_aspect,final_sentiment_label
12777,Walah min aku kape umbah umbah min,walah admin kape umbah umbah admin,Lainnya,Netral
12778,Pdam . M nya Mati. Mili. Macet. Mandek atau apa? 😂😂,pdam . nya mati . admin . macet . mandek ?,Air Tidak Mengalir,Negatif
12779,Kelurahan tembok dukuh bubutan wes seminggu coy mati 😂,kelurahan tembok dukuh bubutan sudah seminggu mati,Air Tidak Mengalir,Negatif
12785,Wilayah Sidodadi apak terdampak ya...kok mulai jam 6 air sdh gak mengalir,wilayah sidodadi apak dampak . jam air sudah tidak mengalir,Air Tidak Mengalir,Negatif
12786,"Semoga segera selesai dah bs sgra ngalir lg airmya, dah trauma dan capek kena mati air bbrp hari 1, bsa 1 mgguan itu bahkan waktu sebelum2nya","moga selesai dah mengalir air , dah trauma capek kena mati air , mingguan",Air Tidak Mengalir,Negatif
12787,Kira² sampe jam berapa yaa min matinya?,kira sampai jam admin mati ?,Air Tidak Mengalir,Negatif
12792,@pdamsuryasembada baik min ditunggu secepatnya yaa terimakasih 🙏🏼,admin tunggu secepatnya terima kasih,Lainnya,Positif
12793,Yaelah lagek apene umbah umbah min,baru apanya umbah umbah admin,Lainnya,Negatif
12794,telat min🤣 lek ngumumno mesti ndadak.. sak ulan pisan mesti pdam mati pas sekolah😩,terlambat admin mengumumkan mesti dadak . sangat mesti pdam mati pas sekolah,Air Tidak Mengalir,Positif
12795,Estimasi brp jam pengerjaan ya pak? Tolong lain kali kalau ada pemadaman mohon diinfokan H-1 agar bisa nandon air kasian yg mau berangkat sekolah kerja gk ada air,estimasi jam pengerjaan ? ada padam mohon informasi tandon air kasihan berangkat sekolah kerja ga ada air,Air Tidak Mengalir,Negatif
12796,"Matine ket jam 5 pengumumane jam 6....cerdas,!!!","mati jam pengumuman jam . cerdas , !",Air Tidak Mengalir,Negatif
12797,Sampe jam berapa ini??? Kerjaan rumha udh numpuk masalahnya 😠,sampai jam ? kerjaan rumah sudah bertumpuk,Air Tidak Mengalir,Netral
12798,Loh iki mati ta? Ngomongo sehari sbelum'e isok gak seh? Mesti dadak'an. Trs iki kata budhal kerjo gak isok adus lak an?,loh mati ta ? bicara sehari nya tidak seh ? mesti dadak . berangkat kerja tidak mandi ?,Air Tidak Mengalir,Negatif
12799,Dari jam 12 malem kok baru pagi ini di info min.,jam malam baru pagi informasi admin .,Air Tidak Mengalir,Netral
12800,admine terlalu pinter,admin pintar,Lainnya,Netral
12801,Mangkane emakku ngomong banyune mati...,bicara airnya mati .,Air Tidak Mengalir,Negatif
12802,Mati dari jam 4 malahan 😢,mati jam malahan,Air Tidak Mengalir,Negatif
12803,"Muesti Dadakan , Jika membutuhkan Air gratis kudu 5-7 KK mbok yaa langsung terjun ng lapangan yg berdampak gk usah ngenteni Pengaduan dari yg berdampak soale kabeh yaa Butuh Air yoan..","dadakan , membutuhkan air gratis harus kakak terjun ng lapangan berdampak ga perlu tunggu pengaduan berdampak butuh air .",Air Tidak Mengalir,Negatif
12804,Onok proyek iku pengumuman ojok mendadak sak karepe dewe pak..opo mane jam selesai ne yo gak jelas isuk podo brgkat kerja sekolah kok sak karepe dewe,ada proyek pengumuman mendadak semaunya . jam selesai tidak jelas pagi podo berangkat kerja sekolah semaunya,Air Tidak Mengalir,Netral
12805,Keputran yo mati min.. 😭,keputran mati admin .,Air Tidak Mengalir,Negatif
12806,Pemberitahuan e kok telat min 😡,pemberitahuan nya terlambat admin,Pelayanan,Negatif
12807,Matine ket jam 4 lebih 15 min telat e kebacut,mati jam lebih admin terlambat nya kebacut,Lainnya,Netral
12808,Kebangetan pancen @pdamsuryasembada ..ngandani kok dadakan,kebangetan . beri tahu dadakan,Lainnya,Netral
12811,Sampe jam berapa pak perbaikannya,sampai jam,Lainnya,Netral
12827,"Aire ketintang jan kueruh poll , bendino nguras tetep keruh, tagihan naik terus 😭😭😭","airnya ketintang jan keruh sangat , setiap hari kuras tetap keruh , tagihan naik",Air Kotor/Bau,Negatif
12830,Tolong fast respon,cepat respon,Pelayanan,Positif
12835,AIR DAERAH RANDU BARAT BAUK BANGKAI SATU GANG RATA,air daerah randu barat bau bangkai gang,Air Kotor/Bau,Negatif
12837,Udh tgl 9 jam 9 msh aja blm keluar,sudah tanggal jam belum keluar,Air Tidak Mengalir,Negatif
12840,Nmr pengaduan PM2024000012994 belum ada respon,nomor pengaduan belum ada respon,Pelayanan,Negatif
12841,Ini gimana air gak keluar woiiii.... gimana mau kalo pup dan pee 🙂‍↕️,air tidak keluar . buang air besar,Air Tidak Mengalir,Negatif
12843,Proyek taek nyusahno wong,proyek susah,Lainnya,Negatif
12844,Ini gimana janjinya Jumat estimasi 2 jam lah kuk smpe Minggu blm keluar ..,janji jumat estimasi jam sampai belum keluar .,Air Tidak Mengalir,Netral
12846,@pdamsuryasembada wilayah gadukan utara ini jg air gak keluar sampe hari ini gimana min solusinya,wilayah gadukan utara air tidak keluar sampai admin solusi,Air Tidak Mengalir,Netral
12847,@herlienhan dan sekarang sya alami jg,sekarang alami,Lainnya,Negatif
12848,"Air pdam daerah Wonokromo,khususnya Ngagel dadi dan skitarnya berbau,berwarna kuning sperti comberan @gibran_rakabuming  @prabowo  @gerindra","air pdam daerah wonokromo , ngagel berbau , berwarna kuning sperti comberan",Air Kotor/Bau,Negatif
12849,Air di Rungkut tengah matii woyy 😭😭😭,air rungkut mati,Air Tidak Mengalir,Negatif
12854,Matt... Wonosari mulyo iki kapan miline @pdamsuryasembada,. wonosari mulyo kapan alir,Lainnya,Netral
12855,"Air di babatan pantai mati oyyyy.... sudah pengajuan sabtu malam, sampe expired pengaduan gak ada yang datang","air babatan pantai mati . sudah pengajuan malam , sampai kadaluarsa pengaduan tidak ada datang",Air Tidak Mengalir,Negatif
12858,"Air bersih, hidup sehat! Terima kasih, PDAM! 🙏✨","air bersih , hidup sehat ! terima kasih , pdam !",Lainnya,Positif
12860,"Nampung apaan, air di area wonokromo warnanya kuning mangkak, bau pula. Sudah komplain di aplikasi tidak ditanggapi. Kalian ini bisa kerja tidak sih ? Ini air buat masak loh. Percuma bayar kalau disuguhi air macam kali, ada endapan lumpur juga.","menampung , air area wonokromo warna kuning mangkak , bau . sudah komplain aplikasi tidak ditanggapi . kerja tidak sih ? air masak loh . bayar suguh air , ada endapan lumpur .",Air Kotor/Bau,Negatif
12861,Ini setro baru utara kenapa airnya yg keluar butek kayak lumpur min,setro baru utara air keluar keruh lumpur admin,Air Kotor/Bau,Negatif
12865,@pdamsuryasembada sudah saya DM,sudah pesan,Pelayanan,Netral
12869,@pdamsuryasembada cek dm min terdampak ini dukuh kupang barat,cek pesan admin dampak dukuh kupang barat,Lainnya,Negatif
12871,@pdamsuryasembada baik baik tapi kaga di bales,tapi tidak balas,Lainnya,Negatif
12873,"@pdamsuryasembada baik, terima kasih atas responnya. Sudah saya DM alamat rumah kami",", terima kasih rwspons . sudah pesan alamat rumah",Lainnya,Positif
12875,Simo kwagean belum ngalir airnya om tulung 😢,simo kwagean belum mengalir air om,Air Tidak Mengalir,Negatif
12876,Kapan pengundian umroh nya min @pdamsuryasembada ?,kapan pengundian umroh nya admin ?,Lainnya,Netral
12878,Yaaahh udah bayar duluan 😢,sudah bayar,Harga,Negatif
12880,"Sudah,min sekalian catat meter mandiri 👍","sudah , admin catat meter mandiri",Meteran (Macet/Bermasalah),Negatif
12882,BELUM BAYAR,belum bayar,Harga,Positif
12883,Daerah Simorejo sari sekarat Banyune…arep budal kerjo gak adus.lak yo lengor kabeh wes 3 dino ben isuk mati,daerah simorejo sari sekarat airnya berangkat kerja tidak mandi . berminyak sudah pagi mati,Air Tidak Mengalir,Negatif
12891,Mungkin ada yg tahu ganti stopkran lwt aplikasi CIS,mungkin ada ganti stop keran aplikasi cis,Meteran (Macet/Bermasalah),Negatif
12892,@pdamsuryasembada BAGAIMANA CARA SDH COBA DICIS TDKBISA,sudah coba cis,Lainnya,Netral
12894,Petemon barat airnya mati lagi,petemon barat air mati,Air Tidak Mengalir,Negatif
12897,Mau menanyakan tentang pensiunan bagaimana ya? Kenapa ini tdk ada kejelasan dr kantor pdam pamekasan,menanyakan pensiunan ? tidak ada kejelasan kantor pdam pamekasan,Pelayanan,Negatif
12899,Tagihan membengkak ini cara pengaduannya gimana ya?,tagihan membengkak pengaduan ?,Harga,Negatif
12901,Rumah saya d kutisari dr pagi sampai sekarang air tdk keluar apa ada perbaikan ?,rumah kutisari pagi sampai sekarang air tidak keluar ada perbaikan ?,Air Tidak Mengalir,Negatif
12903,"Saya di daerah ciliwung, sampe kapan air pdamnya ga keluar, masak dr hari kamis ga keluar airnya, kami perlu mandi, masak, cuci baju, tolong diperhatikan dong, jika ada pembangunan bs diperhatikan utk air pdamnya ga sampe mati, sudah sejak hari kamis tgl 7 nov sampe skrg, kami kesulitan air, mohon segera di follow up, terima kasih","daerah ciliwung , sampai kapan air pdam ga keluar , masak kamis ga keluar air , perlu mandi , masak , cuci baju , perhati , ada pembangunan perhati air pdam ga sampai mati , sudah kamis tanggal november sampai sekarang , kesulitan air , mohon ikuti unggah , terima kasih",Air Tidak Mengalir,Negatif
12905,"minta tolong sesuai jadwal y min, sekarang hari senin soalnya","jadwal admin , sekarang",Lainnya,Netral
12906,"Ini sampai sekarang daerah simo kok airnya belum menyala, tiap minggu kok air PDAM mati, saat jam sibuk2 nya butuh air,,, bilang 7 jam kok sampe jam skrg blum menyala,","sampai sekarang daerah simo air belum menyala , air pdam mati , jam sibuk nya butuh air , bilang jam sampai jam sekarang belum menyala ,",Air Tidak Mengalir,Negatif
12907,Kok malah mati yaaa sekarang. Susah kalo ngga ada air gini apalagi pagi - sore hari banyak kebutuhan air😢,mati sekarang . susah tidak ada air gini pagi sore banyak kebutuhan air,Air Tidak Mengalir,Negatif
12908,dukuh kupang timur belum nyala airnyaaaa,dukuh kupang timur belum hidup air,Air Tidak Mengalir,Negatif
12912,"Hari senin, pagi2, mood masih labil, hectic2….. air nya ga keluar 😮‍💨",", pagi , suasana hati labil , hectic . air nya ga keluar",Air Tidak Mengalir,Negatif
12913,Dukuh pakis airnya matii pak😢,dukuh pakis air mati,Air Tidak Mengalir,Negatif
12921,Simo gunung masih mati. Sampai jam berapa ya min?,simo gunung mati . sampai jam admin ?,Air Tidak Mengalir,Negatif
12924,@pdamsuryasembada Aplikasi sdh saya unduh & sdh dpt nomor pengaduan. dari pagi - skrg blom ada nongol petugas nya. Mgkn msh sibuk yaa,aplikasi sudah unduh sudah nomor pengaduan . pagi sekarang belum ada nongol petugas nya . mungkin sibuk,Pelayanan,Negatif
12930,"@pdamsuryasembada halo min simo gunung kramat sampai hari ini tgl 13 Nov air pdam belum nyala normal, air mengecil cenderung mati. kira-kira kapan bisa normal lagi seperti sedia kala?","halo admin simo gunung kramat sampai tanggal november air pdam belum hidup normal , air mengecil cenderung mati . kira kira kapan normal sedia ?",Air Tidak Mengalir,Negatif
12932,"Ayoo min perbaikan pipa sing nak jalan kyao amir manukan ndang dikebut,,garing minn gak onok banyu..😢","ayo admin perbaikan pipa nak jalan kyai amir manukan kebut , garing admin tidak ada air .",Air Tidak Mengalir,Netral
12934,"Min , minta info daerah bangkingan air mati","admin , informasi daerah bangkingan air mati",Air Tidak Mengalir,Negatif
12937,@pdamsuryasembada  terimakasih min... sehat selalu min 👏,terima kasih admin . sehat selalu admin,Lainnya,Positif
12940,@pdamsuryasembada terima kasih minn untuk kerja kerasnya..,terima kasih admin kerja keras .,Lainnya,Positif
12941,@pdamsuryasembada tapi pagi ini mati lagi,tapi pagi mati,Air Tidak Mengalir,Negatif
12943,@pdamsuryasembada jl sikatan 31 Manukan wetan,jalan sikatan manukan wetan,Lainnya,Netral
12945,air ciliwunggggg dan sekitarnya kapan nyalaaaaaaaaaaaaaaa??????????😢😢😢😢,air ciliwung kapan nyala ?,Air Tidak Mengalir,Netral
12947,Daerah tembok sayuran kok mati min?,daerah tembok sayuran mati admin ?,Air Tidak Mengalir,Negatif
12951,Min daerah Bungkal Sambikerep banyu e butek min😢,admin daerah bungkal sambikerep air nya keruh admin,Air Kotor/Bau,Negatif
12952,"Siang min. Mohon infonya apakah air di daerah perum pondok tanjung permai 2, rungkut wonorejo apakah memang mati?","siang admin . mohon informasi air daerah perum pondok tanjung permai , rungkut wonorejo memang mati ?",Air Tidak Mengalir,Negatif
12958,@henry.dp08 sampai sekarang masih mati apa udah hidup kak air nya,. dp sampai sekarang mati sudah hidup kakak air nya,Air Tidak Mengalir,Negatif
12959,@annaryl25 alhamdulillah sudah hidup air kak,alhamdulillah sudah hidup air kakak,Lainnya,Netral
12960,@pdamsuryasembada alhamdulillah sdh hidup airnya min terimakasih responnya,alhamdulillah sudah hidup air admin terima kasih rwspons,Lainnya,Positif
12965,Daerah petemon apa sudah nyala airnya? Tadi liat di pinggir jalan arah jl bromo kok masih ada garapan??,daerah petemon sudah hidup air ? lihat pinggir jalan arah jalan bromo ada garapan ?,Air Tidak Mengalir,Netral
12967,Petemon kapan nyala airnya,petemon kapan hidup air,Air Tidak Mengalir,Netral
12968,PETEMON KAPAN NYALA E IKI.... SUMPEK AKU😢,petemon kapan hidup nya . sempit,Air Tidak Mengalir,Netral
12978,"udah pake Fitur catat meter mandiri ini tiap bulan, mudah dan bener bisa monitoring sendiri  si","sudah pakai fitur catat meter mandiri , mudah benar monitoring si",Pemakaian,Negatif
12982,Catat meter mandiri = 1 kupon Undian CIS 🔥🔥🔥❤️❤️❤️,catat meter mandiri kupon undian cis,Pemakaian,Netral
12983,Kok gak bawa tas min?,tidak bawa tas admin ?,Lainnya,Netral
12986,@pdamsuryasembada makasih kakak...amin semoga dapat hadiah utama umroh...😍,terima kasih kakak . amin moga hadiah utama umroh .,Lainnya,Positif
12987,"Interiornya bagus, material marmer semua ya itu min ? 👍🏼👍🏼","interior bagus , material marmer admin ?",Lainnya,Netral
12991,@pdamsuryasembada oh iya peta dan tas 😂,peta tas,Lainnya,Netral
12992,"@pdamsuryasembada 1 kupon per sekali catat, atau 1 kupon untuk 1 pelanggan min","kupon sekali catat , kupon pelanggan admin",Lainnya,Positif
12994,"Kalau petugas catat meter malas gimana min,asal catat angka meter","petugas catat meter malas admin , catat angka meter",Meteran (Macet/Bermasalah),Netral
12996,"Min Petemon apa kabar air mati lagi mati lagi, kira kira sampai kapan ya?","admin petemon kabar air mati mati , kira kira sampai kapan ?",Air Tidak Mengalir,Negatif
12997,Min dari kemarin daerah Tenggumung nyalanya mlam trus gmna ini,admin daerah tenggumung hidup malam,Air Tidak Mengalir,Negatif
13000,@pdamsuryasembada estimasi sampai kapan min,estimasi sampai kapan admin,Lainnya,Netral
13001,"@pdamsuryasembada sampai kapan min, udah 2 hari ini","sampai kapan admin , sudah",Lainnya,Netral
13002,@pdamsuryasembada pak coba DM nya di baca,coba pesan nya baca,Pelayanan,Netral
13004,"Min, PDAM area setro baru dan sekitarnya banyune coklat koyok air lumpur wes 3 hari iki piye mari enek pekerjaan kok ditinggal dak ngene gak dibalikno sing bener maneh😢","admin , pdam area setro baru airnya coklat air lumpur sudah mari ada pekerjaan tidak benar",Air Tidak Mengalir,Negatif
13005,@pdamsuryasembada apakah bantuan air itu harus melalui rt/rw min,bantuan air harus melalui rw admin,Lainnya,Negatif
13006,Min petemon kapan urip banyune? 3 dino lo min seng nggenah poo,admin petemon kapan hidup airnya ? admin benar poo,Air Tidak Mengalir,Netral
13007,Minn Haloooo PETEMON nyala Jam berapa😢😢,admin petemon hidup jam,Air Tidak Mengalir,Netral
13013,@pdamsuryasembada sampek kapan iki min? Mosok ben minggu mati bayaran ben ulan pancet min salah onok biaya retribusi😂,sampai kapan admin ? mati bayaran tetap admin salah ada biaya retribusi,Harga,Negatif
13014,"Manukan Tama woiii, 3 hari mati. Laporan minta tangki malah dibilang ga ada masalah. Bayar mahal kualitas layanan nyeleneh","manukan tama woi , mati . laporan tangki bilang ga ada . bayar mahal kualitas layanan nyeleneh",Pelayanan,Negatif
13017,Ayoo Ndg nyala PETEMON Aku gk Duwe banyu blasss minn😭😭😭😭,ayo hidup petemon ga air sama sekali admin,Air Tidak Mengalir,Positif
13019,Cek dm min @pdamsuryasembada,cek pesan admin,Lainnya,Netral
13020,"@sundari220893 yo jelas kangelan bos, wong dalan2 utama digarap bareng, coba garap e gantian lak isok lewat","jelas kesulitan bos , jalan utama kerjakan bareng , coba garap nya gantian",Lainnya,Positif
13021,"Min udah hari ketiga pdam mati, piye iki pak @ericahyadi_ ?","admin sudah pdam mati , ?",Air Tidak Mengalir,Negatif
13024,"@pdamsuryasembada tdak min, coba deh cek komen2 dibawah kan pada bilang gak keluar","admin , coba deh cek komen kan bilang tidak keluar",Air Tidak Mengalir,Negatif
13025,@pdamsuryasembada daerah petemon mati 3 hari kapan nyala nya,daerah petemon mati kapan hidup nya,Air Tidak Mengalir,Negatif
13028,@pdamsuryasembada oke kamsia,oke kamsia,Lainnya,Positif
13029,"@pdamsuryasembada sudah sy DM, sudah sy WA tetep aja ga ada kepastian kapan diperbaiki","sudah pesan , sudah whatsapp tetap ga ada kepastian kapan perbaiki",Pelayanan,Netral
13030,"@pdamsuryasembada hahahahhaa pdam ga iso jawab sampe kapan.... cuk deh, asli e wis ket awal mulai e pengerjaan box culvert nang sisi petemon barat iku wis mulai mengecil bahkan beberapa kali mati, ga solusi jareku box culvert, pohon2 ditebang, trs terlihat dan tempampang nyata panas e, arep ditandur sblh ndi pohon sing ditebang ben iso iyup maneh hoy walikota @ericahyadi_ proyekmu genahno AMDAL e","pdam ga jawab sampai kapan . cuk deh , asli nya sudah awal nya pengerjaan kotak culvert sisi petemon barat sudah mengecil mati , ga solusi kotak culvert , pohon tebang , terpampang nyata panas nya , tanam sebelah pohon tebang walikota proyek amdal nya",Air Tidak Mengalir,Negatif
13033,Ini sampaikan galian terus ya air hidup mati terus kadang air warnanya kuning.apa gunanya galian kalau setiap hari air nyalanya gak stabil bikin resah warga,galian air hidup mati kadang air warna kuning . guna galian air hidup tidak stabil bikin resah warga,Air Tidak Mengalir,Negatif
13034,Mayjend Sungkono apa dpt efek dari pemindahan pipa ini?,mayjend sungkono efek pemindahan pipa ?,Kebocoran,Netral
13035,"@pdamsuryasembada Alhamdulillah sudah diperbaiki, meski air yg keluar masih kecil, semoga nanti bisa balik seperti semula. Terima kasih responnya 🙏","alhamdulillah sudah perbaiki , air keluar kecil , moga berkali kali . terima kasih rwspons",Lainnya,Positif
13036,Halo @pdamsuryasembada sudah 3 hari air tidak mengalir di area Tempel Sukorejo 1 Tegalsari Surabaya. Tolong perhatiannya minimal harus ada truk air keliling kalau memang ada perbaikan. Sampai kapan seperti ini terus tanpa ada solusi?,halo sudah air tidak mengalir area tempel sukorejo tegalsari surabaya . perhati minimal harus ada truk air keliling memang ada perbaikan . sampai kapan ada solusi ?,Air Tidak Mengalir,Negatif
13037,Perum uka kendung malam ini air gak nyala,perum kendung malam air tidak hidup,Air Tidak Mengalir,Negatif
13044,"Daerah kapasan mati airnya,ada perbaikan didaerah mana yahh?? Jangan lama-lama kasian orang orang,ini juga langsung dadak tidak ada info","daerah kapasan mati air , ada perbaikan daerah ? lama lama kasihan , dadak tidak ada informasi",Air Tidak Mengalir,Negatif
13045,sama  bulak rukem timur air  klo pagi mati dari jam 6 klopun hidup  debit kecil pompa air sampe panas  tagihan listrik akirnya melonjak jaman  pdam pencitraan tok di sosmed  faktanya  air tetap gk lancar!! bosan laporan !!,bulak rukem timur air pagi mati jam hidup debit kecil pompa air sampai panas tagihan listrik melonjak jaman pdam pencitraan tok sosial media fakta air tetap ga lancar ! bosan laporan !,Air Tidak Mengalir,Negatif
13046,"Infonya, sampai jam brpa ini?","informasi , sampai jam ?",Air Tidak Mengalir,Netral
13051,Masih diperbaiki kah min? Sememi masih mati airnya,perbaiki admin ? sememi mati air,Air Tidak Mengalir,Negatif
13052,"Jagalan sudah lebih dari seminggu airnya masih mengecil, ini gmna","jagalan sudah lebih seminggu air mengecil ,",Air Tidak Mengalir,Netral
13054,Min ini sudah selsai kah perbaikannya..??,admin sudah selesai . ?,Lainnya,Netral
13055,@skyreach_lrs parah pek,parah pek,Lainnya,Negatif
13056,Min setro baru juga belum keluar dari pagi?koq ndak ada pemberitahuan juga klo air mati 😢,admin setro baru belum keluar pagi ? tidak ada pemberitahuan air mati,Air Tidak Mengalir,Negatif
13057,"Manyar sabrangan nih, lebih dr seminggu airnya kecil","manyar sabrangan , lebih seminggu air kecil",Air Tidak Mengalir,Negatif
13061,"Di Kemayoran baru, air nya kok butek kotor yaa min ??? 😢","kemayoran baru , air nya keruh kotor admin ?",Air Kotor/Bau,Negatif
13062,Ini khusus PDAM Surabaya apa bisa PDAM kota lain?,pdam surabaya pdam kota ?,Lainnya,Netral
13063,"@binbinnah013 lha nggeh , tanpa info sisan . Wes payah ....","lha , informasi . sudah payah .",Lainnya,Netral
13064,@johnpablo30 Surabaya aja Mas,surabaya mas,Lainnya,Netral
13074,"Min, mau tanya gak ada lowongan kah di pdam Surabaya??","admin , tidak ada lowongan pdam surabaya ?",Lainnya,Negatif
13081,"Min, ini daerah Ploso dekatnya Tambaksari air nya kok butek banget ya? Ada perbaikan kah?","admin , daerah ploso tambaksari air nya keruh sekali ? ada perbaikan ?",Air Kotor/Bau,Negatif
13083,@pdamsuryasembada iy air keruh didaerah ploso kec tambak sari,air keruh daerah ploso kecamatan tambak sari,Air Kotor/Bau,Negatif
13085,"Daerah karangrejo kec.wonokromo stiap pagi mati airnya sampai siang hari, bahkan sampai sore, pagi hari aktifitas justru banyak, kok malah mati, solusinya mind, mohon perbaikannya, habis lebaran sampai sekarang","daerah karangrejo kecamatan . wonokromo pagi mati air sampai siang , sampai sore , pagi aktivitas banyak , mati , solusi , mohon , habis lebaran sampai sekarang",Air Tidak Mengalir,Negatif
13087,"Setiap pagi sampe awan mesti bongko banyu pdam iki, wayah e hari kerja pole gak iso enak nek adus, bayar gak tau telat, banyu motak matek ae, coooookkkkkk jancoooookkkkk,kec.wonokromo karangrejo cooooookkkkk","pagi sampai awan mesti air pdam , nya kerja tidak enak mandi , bayar tidak terlambat , air mati aja , jancoooookkkkk , kecamatan . wonokromo karangrejo",Air Tidak Mengalir,Negatif
13089,"Min,,,jika terlambat membayar pdam selama 1 bulan apakah ada drndanya ya? Biasanya saya tangih","admin , terlambat membayar pdam ada denda ? bangun",Lainnya,Netral
13094,Sy tlp jg g pernah bisa d angkat.... Terus apa gunanya no tlp cs itu.... Percuma....,telepon ga angkat . guna telepon pelayanan pelanggan . .,Pelayanan,Netral
13095,WA pun yg bls robot tdk bs mengatasi mslh...,whatsapp balas robot tidak mengatasi .,Pelayanan,Negatif
13101,dukuh kupang ini kpan selesai nya ??,dukuh kupang kapan selesai nya ?,Lainnya,Netral
13107,Min daerah kedung anyar tdi subuh air nya kecil sekarang malah mati. Waktunya orang mandi mau kerja dan sekolah lohh..,admin daerah kedung anyar subuh air nya kecil sekarang mati . mandi kerja sekolah lohh .,Air Tidak Mengalir,Negatif
13108,Banyu urip wetan air nya mati min,air hidup wetan air nya mati admin,Air Tidak Mengalir,Negatif
13109,Untuk daerah pakis apakah ada pemadaman air?,daerah pakis ada padam air ?,Air Tidak Mengalir,Netral
13110,"Keputran dan sekitarnya kok mati pagi"" gini",keputran mati pagi gini,Air Tidak Mengalir,Negatif
13111,Kelurahan bongkaran mati semua mulai subuh. Kapan normalnya min,kelurahan bongkaran mati subuh . kapan normal admin,Air Tidak Mengalir,Netral
13112,"PDAM KONTOL ,BANYU MATI DAERAH WONOREJO,PASAR KEMBANG JANCOK","pdam kontol , air mati daerah wonorejo , pasar kembang jancok",Air Tidak Mengalir,Netral
13113,pencitraan tok min air tetap gk lancar!!!,pencitraan tok admin air tetap ga lancar !,Air Tidak Mengalir,Negatif
13121,Terima kasih sudah menjaga pasokan air bersih di daerah kami. 🙏,terima kasih sudah menjaga pasokan air bersih daerah .,Lainnya,Positif
13123,Nice info! 👏,bagus informasi !,Lainnya,Netral
13124,Bungkal Sambikerep Surabaya Barat Airnya Mati Itu Kenapa..?? kok Yang Mati Cuma Beberapa aja Yang Lainnya Nyala..,bungkal sambikerep surabaya barat air mati . ? mati hidup .,Air Tidak Mengalir,Negatif
13126,Makanya kedinding ga keluar airnya,kedinding ga keluar air,Air Tidak Mengalir,Negatif
13134,"Hari ini Tanggal 3-11-2024, di jl. Kutai l, darmo. Mati min,apakah ada perbaikan?","tanggal , jalan . kutai , darmo . mati admin , ada perbaikan ?",Air Tidak Mengalir,Negatif
13135,"Nginden semolo air nya matiiiiii,, tolong segera alirkan airnya, selak kebelet ngeseng","nginden semolo air nya mati , alir air , selak kebelet bab",Air Tidak Mengalir,Negatif
13136,"Ciliwung airnya mati sejak kmrn, mohon segera ditindaklanjuti, thanks","ciliwung air mati , mohon tindak lanjut , terima kasih",Air Tidak Mengalir,Negatif
13137,"Malam min, daerah Wonokitri Kelurahan Pakis airnya kecil sekali, bagaimana tindak lanjutnya min? terima kasih","malam admin , daerah wonokitri kelurahan pakis air kecil sekali , tindak lanjutnya admin ? terima kasih",Air Tidak Mengalir,Negatif
13138,"Donokerto, daerah kapasari, airnya kotor","donokerto , daerah kapasari , air kotor",Air Kotor/Bau,Negatif
13143,@pdamsuryasembada min daerah manukan banyune mati min,admin daerah manukan airnya mati admin,Air Tidak Mengalir,Negatif
13145,Sangat mengecewakan sekali ya layanan pdam,sangat mengecewakan sekali layanan pdam,Lainnya,Positif
13147,Berapa biaya pemasanganya,biaya pemasangan,Pemasangan,Netral
13150,"Darmokali sering bocor,min😢","darmokali bocor , admin",Kebocoran,Negatif
13151,Gorong nyala Iki banyu e min ade,gorong-gorong hidup air nya admin ade,Air Tidak Mengalir,Negatif
13152,"Piye to min min, wingi lagek mari metu ... mati maneh, haduh duwe arek cilik iki min butuh banyu 😢","kan admin admin , baru mari keluar . mati , haduh arek cilik admin butuh air",Air Tidak Mengalir,Negatif
13154,@dewiiwulan.ndari mana airnya kecil kalao keluar,. ndari air kecil keluar,Air Tidak Mengalir,Negatif
13155,Min air di jalan raya Bungkal Sambikerep mati total. Saya jualan gapunya air nih. Tampungan air saya sisa sedikit buat bersih2 sama masak 😢,admin air jalan raya bungkal sambikerep mati total . jualan air . tampungan air sisa sedikit bersih masak,Air Tidak Mengalir,Negatif
13164,@dewiiwulan.ndari diluar Nurul saiki😢,. ndari sekarang,Pemakaian,Netral
13165,@pdamsuryasembada bungkal Mati Cak kaet subuh sampek saiki Gak Nyala banyune..,bungkal mati kak subuh sampai sekarang tidak hidup airnya .,Air Tidak Mengalir,Negatif
13167,Pipa bocor min Jl. Manukan Tirto dpn rmh blok 23f-7,pipa bocor admin jalan . manukan tirto rumah blok,Kebocoran,Netral
13172,"Selamat siang min SDH 14 hari kog blom di survey tempat saya,","selamat siang admin sudah belum survey ,",Lainnya,Negatif
13174,"@pdamsuryasembada iya padahal air iku kebutuhan no 1 gak masalah Ndak mandi min , lah lek kudu puph Karo kudu nguyuh yak apa 😂 , wes Ndang rampungno ngunuloh proyek e iku gesss cek suwene talah","padahal air kebutuhan tidak tidak mandi admin , harus harus yak , sudah selesai proyek nya cek lama talah",Air Tidak Mengalir,Negatif
13175,@pdamsuryasembada sampai siang Iki pun sek mati min min,sampai siang mati admin admin,Air Tidak Mengalir,Negatif
13176,"@pdamsuryasembada malu bgt minta air tangki gratis buat saya doang gara-gara kontrakan gakada toren nya 😂 sampe kapan ya min air nyala ""normal"" lagi?",malu banget air tangki gratis gara gara kontrakan tangki nya sampai kapan admin air hidup normal ?,Air Tidak Mengalir,Netral
